Tweet,Target,Stance,Opinion Towards,Sentiment,Tweet Id
@SenSchumer But none of the blame is on all the states locking everything down &amp; crushing the economy because they have no clue how to manage it? NY &amp; CA can attribute 40% of all COVID deaths to senior living centers. FORTY PERCENT you dummy.,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1282813061095514113
@senatemajldr No more stimulus bills reopen America let's get back to work government get out of the way.,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1286413984858505216
"@PaigeAlexandraS Anyone who does not/refuses to wear a mask is better and more sensible than anyone who is falling for the Govt. control nonsense. 
No idea what you think he could be spoiling for anyone.
Only surgeons need masks.
#NoMasks #EndCOVIDForAll",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1290666324503519237
"@AlexBerenson Excellent reporting! These new ""cases"" are most likely antibody tests, meaning people got the virus &amp; recovered or were asymptomatic. &amp; it means we are WELL ON OUR WAY TO #HERDIMMUNITY  IT'S TIME TO",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1284890358321688578
"Damn you California!! I’m coming to Napa for the first time, with empty credit cards...and you shut the state down! Idiots. #californiashutdown #ThinkForYourself #napavalley #winekillscovid",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283043157173850125
@LarryOConnor The gym owner is right. Why not close everything if things are that bad? This has to stop.,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1278041637441040384
":bee: People die of bee stings every day and we still have commercial and private apiaries across the US. 
Perhaps everyone should just stay home. 
#OpenSchools",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286570305863987203
@davidashleywall It’s more than just tourism: this has real world consequences for people that thought they could go to work on Monday.,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1287114327045156865
"@DineshDSouza Any chance you can get @realDonaldTrump @WhiteHouse @PressSec @GovRonDeSantis @GregAbbott_TX to understand this &amp; not lock us down again. ""I'll take how to lose a reelection for $1,000, Alex."" #SuppressTheVote",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1277802512695857153
Morning @BorisJohnson. Have you done with totally fucking up our  country yet? Just looking at the share prices for confirmation. #medicaltyranny,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1281522356557615104
"@LionelMedia Fuck em’

America will only put up with this bullshit for so long.  Pretty soon America is going to tell the #SatanicElite to fuck themselves.  #CoronaHoax",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1276351789076373504
"@JoeBiden Leave me alone.
Contact trace yourself fool.
Enough tyranny in the name of safety.
#WalkAwayFromDemocrats 
#OBAMAGATE 
#WalkAwayFromDemocratSocialists",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1288549291691212800
@LinSpina @StigersDavid @charliekirk11 Democrats celebrate every Covid death as a win! They will use any excuse to keep the US shut down!,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1287828965802082305
"@GovNedLamont It’s called herd immunity. Lockdown were too late to have any effect in CT.  For all the science deniers, if herd immunity is impossible then vaccine wouldn’t help.",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283565867700236288
"Damn it!!!!

This is America...
Not the CCP..
Why the hell are we cowering and destroying our country to a freaking microbe that has a survivability rate of over 99%?

I would rather take my chances and die from the virus than live in a Communist Police State..",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284732345233408001
"The death rate of COVID-19 is just barely causing more deaths than the flu currently, according to statistic sources that notoriously inflate COVID-19 counts. 

But no, we'll keep everything locked down at least until, oh, I don't know, I'd say maybe... November",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1281736027594461185
"@GregAbbott_TX @realDonaldTrump @GovAbbott Makes NO SENSE!
Mitigation orders (social distance/mass closings) set forth COVID-19 was based on Worse Case scenarios - models were Grossly inaccurate! Yet in the face of reality (no deadlier than flu) NOTHING's changed in mitigation orders. Update that shit!!! ",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1252741289893920768
What’s up with @VP sounding like a democrat? He’s been hanging with Fauci too long!!!  #NoMasks,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1276656791481454594
"@TDEM @GovAbbott The reporting is so messed up, NO ONE knows the REAL numbers! What is a fact is that treatment is working and we need to",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1286202478489468928
"@MattHancock This isn't rocket science Mr Cock.
If less people have died than have for this time of year for the last five years then your virus BS has gone firmly out the window.",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1278069504250175490
@RealMattCouch @seanhannity also fails to mention the low death rate of #COVID19 . #NoMaskMandates,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1283229895154229248
"@BCGovNews We absolutely can do better.

Let's talk about the addictions &amp; overdoses, the jobs and businesses lost, the depression &amp; anxiety, the fiscal irresponsibility, the perverse incentives paying people more to stay home than work...

Do better...",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286426618043314176
"Heres a thought 

Why do we need to be vaccinated against a virus that has a 99.98 % recovery rate :thinking_face:

#nomasks
#Covid19UK",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1286909819664949249
"If you support gun control extremism, authoritarian government, or the loss of civil liberties (even “temporarily”)... fuck you. #UnAmerican #COVID19 #ChinaVirus #FuckChina #DemocratsAreDestroyingAmerica #FireFauci #GulagGretchen ",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1249719838177705990
"Someone else’s health is not my responsibility. Therefore, I will not quarantine, vaccinate, or wear a mask for you. 

It’s on you. 

#COVID19 ",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1251934389375832071
More worrying than covid mum and daughter is that my son of only 28 months old attempts to move off of pavements to avoid people. This country is too much.,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1276213927962185728
@Aintthissometh1 @NBCNews Stay at Home Orders were to keep people fat dumb  &amp; stupid...while the fake news regurgitated the same news daily.. so the masses are brainwashed and stay that way....we were told 15 days..power hungry govts have us at 5 mos and counting,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287381383472656384
@7point7billion @newscomauHQ @DanielAndrewsMP 90% of covid19 deaths come from people with pre existing medical conditions yet #DanAndrews is punishing millions of healthy victorians by putting them into 6 weeks of solitary confinement for a crime he commited. #COVIDVIC19,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1290266448518995974
"I don't see the effectiveness of a lockdown without mass testing.
@MoHCCZim are there any plans for mass testing?",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1285868916976300033
"Stage 5?? 

Is that when #DanAndrews gets thrown into the Yarra for tanking the economy, inviting a mental health crisis &amp; destroying the lives of battlers, all of which will kill far more than the virus will",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1290211402636857344
@charliekirk11 No more shutdowns. Let us make our own choices... #OpenSchools #returntowork,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1281488491054903296
"@TiceRichard @RishiSunak @BorisJohnson That time has come. We are already falling from the cliff edge, but haven’t hit the rocks yet. The greatest act of economic self harm in history.",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1285474521831677959
"Death rate now so low in Britain that the #BBC has to talk about mortality in foreign countries to keep the Great Panic going.

#COVID__19 #COVID19 #COVID #Covid19UK #COVIDIOTS",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1284887689314041856
"Just because I want the economy open and have an income above total losers doesn't mean I'm voting for Trump, ya dumb fucks!

#COVID19 #coronavirus #Biden2020",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1277742869424615427
@DjPaUlHoWaRd @Liz_Wheeler President Trump has handle this pandemic with ease. Stop with your ignorance....stop believing lies because of your HATE. Children have got to get back to school.....,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1283342522023059456
@ChristineBrett8 This is rediculous..what is going on @MattHancock .please do tell us what u plan if there is never a vaccine?? No really please tell us?? #NoMaskOnMe,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1283480088928038912
@globalnews Bullshit! Open up the economy and leave it open! There has been enough damage done to Canada’s economy.,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283529461783162880
@senatemajldr No More Bills! Reopen America let people work again.,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286414458311659520
@GavinNewsom So is the flu and pneumonia what are their #’s stop the #MediaManipulation #covid19 has treatments. You’re @SpeakerPelosi nephew so stop the #agenda LIES!!!,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1273010232067788800
"Please wear a mask, all!/Repeat: I repeat: Mask up/when you go outside! #haiku #haikuchallenge #micropoetry #poetry #repeat #CoronavirusPandemic #CoronavirusChallenge #WearAMask #ShelterInPlace",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1287740843013492738
@stltoday Just like any other viral infection. Don’t need to force a vaccine for something with a 99% recovery rate.,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1285236927659233281
"@Hoosiers1986 I'm not watching anyone that hates American Freedom.
#EnoughIsEnough #RightToAssemble #RightToWorship #BringBackTheConstitution",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286295455261851649
@Jayesco78 YES! I’m prepared for civil war against these nazi democrats #civilwar #banmasks,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1288643742350467072
"Why is it so controversial to keep our economy open and running while protecting our most vulnerable?! :thinking_face:

#EndTheNightmare #OpenOurSchools",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287229353600987137
@realDonaldTrump we the taxpayers are tired of paying $600 extra to people that didn’t make that much. Enough is enough.,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1287449730138742784
"#COVID19 death numbers are inflated.

A large percentage of deaths are those who died 
WITH #WuhanVirus, and not FROM it.

",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1253022517972926470
"@TrumpWarRoom @realDonaldTrump Since there is a cure for pennies, why do we need a vaccine or contact tracers?
Stop all aid to WHO, but don't give it to GAVI!!!
#Scamdemic 
#FireFauci",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1281211595457040384
@DC_Draino What happened to the America that had the Boston Tea Party because they didn't want to pay taxes? We have to stop being so weak and letting the government control us like this.,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289856881196961793
@Karen16903 Data is all flawed!!!:face_with_symbols_on_mouth: Nothing should be closed anymore,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1278068821077737477
"@GoogleSmallBiz @GavinNewsom @CaliforniaOSBA Pretend u give a F. 

#opencalifornia",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1281085900965863424
.@CDCDirector @CDCgov @POTUS @VP YOU MUST REDO #COVID19 GUIDELINES. THEY WERE ESTABLISHED BEFORE WE KNEW FACTS ABOUT VIRUS. RESTRICTING OPENINGS ETC. BY CASE NUMBER CANNOT BE GUIDELINE ANYMORE! SCIENCE FACT! VIRUS ALREADY WIDESPREAD..MAKE NEW REOPEN GUIDELINES!!!!!,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283041008616431625
"Some meat and a couple of odds and ends for the weekend. Nothing elaborate. R1000. Will be going again on Sunday.  
How the flying fuck does @GovernmentZA and @CyrilRamaphosa expect people to eat on R350 p/m. The #ANCHatesSouthAfricans  
#ANCMustFall",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1286625629685846017
"@BallouxFrancois @DanProft The first option is the only reasonable one.

If it's as transmissable as they say, it is inevitable that most if not all will get it at some point.

The alternative is we lockdown, force masks, and we still get it at some point.",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1286650458036199425
@Peyton57738230 @GovAbbott @NASA_Johnson Bs! The problem is false reporting! Patients are being treated successfully! I guess there's an imaginary line between north and south Texas...lmbo!,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1286205832330452992
"Alone with my thought. Lockdown sucks I fucking hate Quarantine lol
#CoronavirusPandemic #usatoday #StaySafe #StaySafeStayHealthy",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1281355947106066442
@Timcast Why are we still listening to the experts....,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1286673208029188096
"No Fauci, not one state needs to pause their re-opening plans. As a matter of fact no state should have been shut down.",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1281712583721062402
The worst pandemic that's affecting society right now is stupidity.  #Plandemic #ArrestBillGates,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1278232163339472897
#RecallGavin2020 Newsom/Pelosi #CrimeFamily this clowns are destroying people’s livelihoods all for a virus that people have a 99.8% chance of surviving!,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1282869087710916608
@andrewbostom The problem is the liberal media #FakeNewsMedia and @Democrats don’t want the truth or real data - wake up Americans and yell  We are mad as hell and won’t take it anymore! @GovInslee @washdems @POTUS #NoMasks,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1283537039904763904
"Do you want to banish the Covid nightmare?

It's really simple.
1) Stop listening to MSM
2) Don't get tested.
3) Ignore all Governments propaganda.

And that's it, all gone..
#Covid_19 #COVID19 #Plandemic #coronavirus #Masks",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1290609434163650565
"@Ljubica1 @NeilClark66 @CllrBSilvester So will you accept any and every law that is imposed on us just because he is the PM?  
No matter how stupid, how pointless or how dangerous?
Do you really think the title PM gives him total power over our ever move ?
#notmypm #NoMasks",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289556227546992648
"@nypost What about drinking while driving?  The smart #WuhanCoronavirus is not infectious around cars.  The government asked for #15DaysToStopTheSpread, which is going into its fourth month.  The government has had seven months to isolate this thing. #Fail #ReopenAmerica",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1278230201038708736
@DanielAndrewsMP You are a psychopath. Telling Victorians to not hug their mums. Sick. #resigndanandrews #resigndanielandrews #nomasks,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1288655679612305410
@SABreakingNews Lockdown was unconstitutional to start with.,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1277601066989821956
"@thehill Why do #FakeNews keep reporting how many cases without mentioning how many of those were sick and symptomatic 

Who cares if virus is spreading if no one getting sick
#CorvidImmunity ?",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1288024688371748864
"@LordBrexit The Govt. is insane. 
Ignore everything they say and do and resume a normal life.
I for one will not be staying in no matter what any Govt. idiots say.
I fell for a month of the last lockdown, never again will my life be rulled by these criminals.
#NoMaskOnMe",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289976998446510080
"@PressSec @GreatAmericaPAC @realDonaldTrump Please open everything back up! This is getting ridiculous, we want to work and herd immunity can happen, we have to stop living in FEAR and being dictated by the corrupt media and people abusing their power",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283124547558928385
@henrymcmaster Let me make it clear this virus is not as bad as you politicians make it to be !!!! Stop trying to be a Nazi,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1278469645197025280
Any government official forcing businesses to close and free movement of people should be sued and held accountable for voiding the 1st Amendment and any officer that arrested anyone should also be charged. #coronavirus #1stAmendment,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1281729417539194886
"BBC cant contain their excitement 

the glee is written all over their faces on the news tonight announcing regional lockdowns

so much FEAR for them to spread 

#nomasks

#COVID19",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1288944676473626625
@rwillingham @georgiecrozier The elimination ship sailed in March. Opportunity has been lost. Harsher lockdowns are not viable and useless. Destroying economy and mental health. We must adapt to carry on our normal lives with the virus.,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1289495908657139713
@RoseDC11 @meldu5 Trump needs to get rid of Fauci,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1286838305640845318
@charliekirk11 We are not falling for that twice! :no_entry_sign: #stayopen,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1276231976526233601
"@DianneInIndiana @no_silenced He's giving every Californian the 'big one' right now by forcing ANOTHER shutdown, like the first one worked so good. #insanity",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1282803589342101504
"Work from home is so frustrating...First day at home after 7 days #lockdown in Raipur..Still 6 more days to go..Didn't realise it when was posted as SSP Raipur, Lockdown was more busy then...My sympathies :mask::grimacing:",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1285965897274781697
"@TheLucDevine If anything it was overreacted, 

The virus is live but is far less dangerous and you cant fight it, 

Live and let live

#endlockdown",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1290189949757612033
"@DanielAndrewsMP To keep businesses running, ignore the virus and",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1286506276789223424
"@latimes Dark to Light, people are finally waking up, not saying this was a hoax, just saying this has been so blown out of proportion. ENOUGH IS ENOUGH, no more lockdowns, no more lying about numbers, no more mask mandates etc...",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286087030376628230
@harrisongolden @LouisianaGov @BRProudNews Home schooling is an option for all you who are scared to send your kids to school! Look at the data and use common sense! #justsaying #OpenSchools,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1283157475961823232
"@Richzeoli @DawnMendte This is the biggest #Scamdemic in American History!  
We need low dose #Hcq and #Zinc for those who want it! 
#ReOpenSchools",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1282643644164583424
Open bars! Open sports! Open schools! I’m a high school teacher &amp; we could talk about opening schools if wehave some of these measures in place. But since we don’t/ can’t/ won’t I believe that my students &amp; colleagues are,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1277805067232522241
"@jsolomonReports This is a BOMBSHELL!!! CDC says an estimated 20 MILLION Americans have had the virus, most w/ NO symptoms. That lowers the death rate to .62%   WHO said the death rate was 3.4%. That is a huge difference &amp; why it is safe to",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1276487825135996928
@drdavidsamadi Learn to live with it and move on... we need to get back to normal,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287117324529483776
A firearm is more effective in keeping social distance than a (wet)cloth covering your face #2A   #MondayMotivation,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1287775119721541632
"@SpeakerPelosi @FaceTheNation Your bill is welfare not going to happen, time to get back to work",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287561497871351809
@gayewrosser @GovAbbott @NASA_Johnson Id be interested in how much money you're making while staying home.,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286203856012161026
"@SecretaryCarson @HighlandsAL Because that's what churches do! :latin_cross::thumbs_up_medium-dark_skin_tone::thumbsup::thumbs_up_light_skin_tone:

Thank you, Dr. Carson. This is inspiring in a time when so many are paralyzed by fear. The more coronavirus tests, the better. It gets us that much closer to rebuilding even stronger!

#AmericaWorksTogether #KAG ",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1249798247687782400
"@IngrahamAngle Again - another lie with #coronavirus numbers!  When are people going to wake up? 

#OpenSchools",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1284827343429804033
#lockdown kills people !,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1285762580330536960
@CAgovernor TRACK RECOVERIES SO YOUR FOLLOWERS GET THE WHOLE STORY. WAKE UP PEOPLE OR THE GREAT DEPRESSION IS COMING SOON. DO U THINK THE GOVERNMENT IS GOING TO PAY US TO STAY HOME. :joy::joy::rolling_on_the_floor_laughing: hope u like being broke and hungry.,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1282500304336908289
@TeamCavuto @FoxNews Screw you and your law experts. @realDonaldTrump during a national emergency can write an executive order that orders local government to open up. The reason is simple federal law is supreme over state laws #COVID19 #FireFauci #ReopenNC,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1249803304021958658
@SharnelleVella The story that covid-19 is an unprecedentedly dangerous virus requiring unprecedentedly damaging measures is a lie.,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1286503365413728259
"@TexasTribune So basically, being in lockdown appears to do no good anyways!",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1282434318925799426
"@EndUKLockdown1 Exactly, the inevitable new ""cases"" that are revealed will be used against us to lockdown even more cities and remove even more of our rights. PLEASE people, WAKE THE FUCK UP! @DailyMailUK",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289122607141445633
@IngrahamAngle No more stimulus bills reopen America let people go back to work.,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286623305261342720
"#ImVoting4BidenBecause I'm not voting for Biden. Not voting for Trump. Not voting for ANYONE who wants to extend the lockdowns, force us to wear masks, force us to get vaccinated, track us, chip us... you get the idea. Enough is enough. #NoNewNormal",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286402187787227137
"America!....

The propagandist trolls and articles are at an all new level of insanity.  I SAID this would happen prior to the election.  These people would destroy America to get what they want.  

Are we gonna dance...or are we gonna FIGHT?  

#COVID19",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1283522361069907968
@KyleKashuv It’s completely outrageous. Enough of these Democrat tyrannical dictators.,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1286782349972250626
"Wear a mask in a shop, but dont bother if u want to demonstrate or party en mass in a street. Our 'State' has just put another knife into our fragile/dying retail sector &amp; their inconsistencies are killing our economy #COVID19 #confusion #killingoureconomy",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283360639923167232
"#PoliticallyIncorrect 
Masks are for show. The virus goes right thru it! #MAGA #Trump2020 :flag_for_United_States::mask::person_facepalming:",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1287483393706545154
@SRCC Stop allowing State Govs to keep most biz closed.,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1285925321779359744
"@RonDeSantisFL You're not very smart are you? You politicised coronavirus at the expense of American lives. Closing up businesses again are you? You're not very smart.  A word is enough for the wise.
#coronavirus ",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1276894201058385920
@JayInslee let these kids go back to work. They’re obviously very bored. #seattleprotests,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1287356703466377217
