Tweet,Target,Stance,Opinion Towards,Sentiment,Tweet Id
@dbongino Have you seen what the FAT LOSER @realDonaldTrump does daily...the WORST!! #BenedictDonald #donaldvirus #FredsFailure #CreepyTrump #FauciIsAHero #ByeDonJr #ByeIvanka #CoronaDon #coronavirus #ImpeachTrumpAgain,fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1284319600763535361
"#Coronavirus why are people acting shocked or stunned that #DrFauci is being openly attacked and demeaned by @potus or #FOXNEWS 

It was always going to end that way. No one is ever allowed to tell the Emperor that he has no clothes.",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1261033357242241026
"Hey, @VP, get a spine. Listen to the experts, not the clueless @POTUS who refuses reality. We are still smack dab in the middle of #COVID19, so STOP claiming we've moved past! If you can't handle the #Covid19TaskForce, then appoint #DrFauci, who CAN help. #StayOutOfJacksonville",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1273374514001387522
"@funder @WeAreSinclair And every flying monkey will believe it.  They see the evil deeds of BRAIN DEAD PMWCT (person, man, woman...) and they turn a blind eye but they will hop on board his slash Fauci  campaign.   
#TrumpVirus",fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1287010603706376192
"@IngrahamAngle We’ll listen to #DrFauci, but  @realDonaldTrump only rants, raves, and lies! Nothing informative. Nothing new!  Just a waste of time! And @VP is just an #EmptySuit. #COVIDIOTS #Covid19",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1252070478560161792
"@DanielBen_Del Or someone in Russia.

Americans are united in trusting one person during this #coronavirus crisis and it isn't Trump. Dr. Fauci has been honest about #COVID19 and he's been right so far. Until that changes, I'll continue to trust Dr. Fauci.

#COVID #StayHome",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1247009056126111746
"#DrFauci and #DrBirx appeal to #Millennials to follow the #CDC guidelines, #WearAMask, #sociallydistance &amp; to avoid large, crowded parties amid the surging #coronavirus cases in the south.However, it is the summertime, and more and more young people are partying at local beaches.",fauci,FAVOR,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1276572976620679170
"@mmpadellan Fauci!  Bless the man who actually has principles! Once again, Trump and his minions will sell fiction as facts and all of his followers won’t even bother to question it. #TrumpLiesPeopleDie",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1282618846080307200
"Thank you, #DrFauci, for your expertise and concern. #Covid19",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1260322553823977472
"@IngrahamAngle Fixed it for you: Democrats #WearAMask &amp; are #SociallyDistant.  Republicans who ignore medical experts, like #DrFauci, will spread #COVID19 and potentially harm themselves and others. 

You can't wish #COVID19 away, but you can mitigate the deaths.

#FactsMatter #ScienceMatters",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1281343816709148680
A corona virus briefing without doctors or scientists is just a stupid rally.,fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1285590169215619073
"#USA Governors working together on a plan for the good of the country while @realDonaldTrump threatens  #DrFauci for telling the truth about his failures.

#COVID19",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1249825392741044225
#DonaldTrump is horrible at handling th his #pandemic . It is truly our governors who are keeping us safe. He wants us to take unapproved meds &amp; go back to meeting each others in stores and restaurants as thousands die a week. #fail #COVID2019 #COVID2019 #coronavirus #DrFauci,fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1249747260755361792
"Dear @sardesairajdeep  Sir,  Can we get an interview with #DrFauci and the drug #remdesivir. The ability of the drug to fight #COVID19 It would be fantastic on the show soon",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1255752984329244672
"It's time for #DrFauci #DrBirx &amp; other scientists &amp; medical experts on #coronavirus to start having their own DAILY BRIEFINGS BUT w/o TRUMP.
America must hear facts, truth &amp; medical advice w/o Trump's spin.

@CDCgov @NIH @nytimes @wapo @maddow @JoeBiden @maggieNYT @AshleyRParker",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1260164804418904064
"@seanmdav @realDonaldTrump My state, which is Indiana. Had 200 new deaths.  And, Coronavirus cases are now rising. My state has a total of nearly 54,000 cases. My child will continue elearning. I will protect my child. #TrumpIsNotWell",fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1284082880357031938
":mask: Wear your mask
:soap:Wash your hands
:left_right_arrow: Social distance
 :stethoscope: Listen to Dr. Fauci",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1284686731690889218
"@thehill Dr. Fauci has been our most knowledgeable, consistent, and trustworthy source of information since the #CaronaVirusOutbreak began. This man is nothing short of a hero. Thank you for your commitment to the American people, #DrFauci! :flag_for_United_States: #COVID19 #NationalEmergency",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1238558333851885568
"@maddow Shocking,,,,, poor #DrFauci will definitely be needing to get his resume updated once someone dumbs down the report and spoon feeds its findings to The Donald. #COVID19 #TrumpVirus #TrudeauLiedPeopleDied",fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1252712322830868481
"@DearAuntCrabby Ummmm :face_with_raised_eyebrow: 

Let me think :thinking_face: 

Hell No. 

Only when Dr Fauci says it’s a real vaccine. Then I’ll",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1288229041506582530
"@VickyisGrateful More political #TrumpVirus #COVIDIOTS garbage :face_vomiting: 

#STOPKILLINGUS  :broken_heart::100:#BLOODONYOURHANDS

#DrFauci where are yoooooou!?!? 
@NIAIDNews @CDCgov @NIHDirector @BetsyDeVosED @DrBurgessTX @NCTQ @HHSGov @EdLaborCmte @USEDGOV",fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1280895587970363392
"I don't wanna see people like that ( #DrFauci ) become apologists for a completely incompetent Govt &amp; a Govt that's endangering Americans.
@IrwinRedlenerMD 

#DeadlineWH 
#Trumpspeech
#CaptainCorona
#COVID19
#MSNBC",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1238568517227753473
@justbor That's not what doctors told me when I was tested for #coronavirus last week @seanhannity.  Your sole source for doctor recommended hydroxychloroquine is Dr. Oz! Dr. Oz! How could this be a bigger journalistic failure? What did #DrFauci #DrBrix say?,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1246690544442413057
@danpfeiffer Lets say “a prominent member of the President’s #coronavirus task force” said. We need #DrFauci,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1245147154123022336
"@DanPatrick you are a disgrace to humanity, to your family, to men, to Texans, to politics. @GovAbbott it appears that Dan wants Americana to die. #DrFauci has guided America well. Dan wants Americans to dismiss science &amp; data &amp; as #covid19 kills, Dan is an accessory to murder.",fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1278459605291610113
“A risk to you is not just a risk to you. Because if you get infected you are part of the dynamic process of propagating the pandemic.” #DrFauci #COVID19 #coronavirus,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1276618292032081924
"If had to choose an MVP of this pandemic, it would be DR Fauci....
#coronavirus #Fauci #DrFauci #CoronavirusUSA",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1245179835426705413
"@kenolin1 Dr. Fauci is one of the most revered and respected physicians/experts in the USA.  No one has ever had a bad thing to say about him regarding his work and ethics but here comes Trump willing to discredit his 40 years of work to deflect responsibility 

#TrumpVirus",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1282717627228413953
"@realDonaldTrump is as dangerous to the human race as the #coronavirus. Thank you #DrBirx and #DrFauci for not playing into his propaganda and for fighting back with grace, dignity and facts. 

When people show you their true colors, believe them. #NovemberIsComing",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1253727562548772864
"It's clear the gotcha police were in out in full force
Why does everyone hate masks? Why do they show no remorse?

The fact that hes being vilified is crazy, he certainly isn't a witch
The worst thing he's ever done was try and throw a pitch!
#Fauci #FauciFirstPitch",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1287142662634713091
@mterr337 Look! @POTUS needs his #Rallies and funds are not substantial for the #SchoolBoard The #Witch Betty Dick wants schools to start under his rule...#DrFauci said the #Virus was going to re surfacing double times...,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1282411062956974080
"It’s intriguing to me that now #COVID19 numbers are on the rise in certain states the amazing &amp; straight-talking #DrFauci is no longer seen on our nightly news programs. I miss hearing his direction, advice &amp; guidelines",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1270919777918296065
@IngrahamAngle I’m fucking COUNTING ON IT. We’ll finally actually do something OTHER THAN WATCH PEOPLE GET SICK AND DIE. #TrumpVirus #TraitorTrump #BlueWave2020 #GOPCowards,fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1283191798551085056
"@realDonaldTrump Guess what? I’m a very smart person. I trust my own instincts. And... I will listen to EXPERTS like Dr. Fauci - every time. DR. FAUCI is the EXPERT. I hope people realize this, even if the President does not. #DrFauci #coronavirus",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1249567863523774466
@realDonaldTrump Right now this very minute it does not fucking matter where the hell Covid-19 came from. It is here and has to be delt with. So shut the fuck up sit the fuck down and listen to Dr. Fauci. #COVIDー19 #DrFauci,fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1278306310585552899
"#USA Governors working hard together on a plan for the good of the country, while @realDonaldTrump threatens #DrFauci for being honest that the federal response was a failure.

#COVID19",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1249825946628210696
"@marcorubio If you weren't so weak, you would be slamming your own @GOP, @VP, &amp; @realDonaldTrump for their response. You would also stand up for the CDC, FAUCI, WHO, instead of a draft-dodging real estate salesman.
#TrumpVirus #TrumpVirusCoverup #COVID19 #GOPBetrayedAmerica",fauci,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1283762315150667782
"EXCUSE ME

WHY IS THERE A LITTLE

666

ON THIS VIRUS TRACKING CHIP

YOU WANT TO STICK IN ME?

#realDonaldTrump #FoxNews #CNN #Election2020 #GOP #Democrats #coronavirus #COVID19 #CoronavirusOutbreak #StayHomeSaveLives #StayHome #FireFauci #FireTrumpNotFauci #DrFauci #KeepFauci",fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1249747985937903616
"@realDonaldTrump I better hear from Dr. Fauci again today. You’re killing people with your lies. We’re at war with this virus and you misrepresenting the situation makes you a #WarCriminal 

You will pay for this. 

#coronavirus #DrFauci #Trumpdemic #TrumpRecession #CancelEverything",fauci,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1237841284200402945
".@Delicious_Tacos #DrFauci recommends that if we stay home for another 5-6 years, covid-19 will be 99% eradicated...",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1248665918361788417
"@ActionNewsJax 75% of doctors agree that Hydroxychloroquine &amp; Zithromax are an effective treatment for #COVID19. So your poll of Jax residents proves that over 85% of residents are not too, bright if they believe #DrFauci who is against the above drugs being used.  ....",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1247285627391037441
@chuckwoolery Dr. Doom at it again.,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1281408305735368704
@FoxNews Ok that seals it. This man is delusional.,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284674023360802817
@drdavidsamadi @Victor47502531 Fauci is doing is best to keep people unjustly terrified to promote his agenda of promoting a vaccine. Keep in mind he is heavily financially invested in this. #Evil,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1281467793855008768
"@kylegriffin1 @MSNBC WHY does Anthony Fauci even still have his job along with worthless @NIHDirector and @CDCDirector ??? WHAT have our TAX Dollars been for all these Decades??? These Doctors have FAILED the UNITED STATES!
3,000,000+ #American Sick &amp; Dying #COVIDー19 #Coronavirus",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1280764463780634624
So for fifty years it has been Fauci's job to get us ready for a pandemic - and - now we are supposed to listen to him criticize a President who has been in office for three years for not being prepared? @ANDmagazine #FireFauci,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289985768702636038
"#nursinghomes and #longtermcare had the most #deaths of #coronavirus 

@OANN 
Everything was obvious from the beginning and still #DrFauci #GovernorDeath #GovernorAndrewCuomo forced them in those facilities! Public officials don't want to ADMIT! YOU KILLED THEM. R/T",fauci,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1261101433925099521
"@realDonaldTrump
 This interview is #EXPLOSIVE!!!  

#DrJudyMikovits #exposes #DrFauci #fraud #theft #greed #corruption #AIDS #viruses #Covid19 #CoronaVirus #Q #QAnon #QArmy #MAGA #KAG #DigitalSoldier #Patriots #GreatAwakening #WWG1WGA #Anons #QPatriots #GodWinsInTheEnd #truth",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1253475707503513600
"Boy. Fauci choked. Saving millions of lives across multiple decades? Easy.

Throwing from a mound with the weight of a nation on you? Apparently hard.",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286437087600934912
"Dr. Fauci continues to be wrong day after day. Yet, US Senators and the media treat him like a wise king. The doctor put over 20 million Americans out of work based on bogus models. And yet this man — after all of his devastation — still has a job.",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1282685034479190022
Whatever happend to Dr. Death Fauci? Hospitals will be overwhelmed! #COVID19 #coronavirus #DrFauci #Plandemic,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1270693501009887232
@RealEye67473465 :joy:sounds accurate. But don’t assume -he may have been a trial candidate for the Gates Covid vaccines. #GatesofHell #closethegates,fauci,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1283358089140490240
"@thebradfordfile @DanielWikowski :joy::rolling_on_the_floor_laughing::joy: So true! Hell, let's just never #ReopenAmerica :woman_facepalming: #DrFauci the fraud...how many patents/how much stock does he own regarding #Coronavirus #COVID19 vaccines:question: Is #Fauci #InOnIt with #WHO &amp; #BillGates (&amp; now #Madonna :woman_facepalming:):question:

#FollowTheMoney #Soros family involved?",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1261030448244768769
@emilie_anne @lleslie2278 Didn’t trust him from the minute he started with “only vaccine” will get us through.  @realDonaldTrump let the snake in !,fauci,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1285170278461591559
@QTEAM1776 @mr_squeege Bitchin'!!! #BigPharma #Scamdemic #Plandemic #MedicalTyranny #arrestbillgates2020,fauci,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1286775498656198656
@MSNBC @Yamiche Fauci has a history of arrogantly misleading people since HIV started when he insisted there would be a quick cure and recently when he insisted masks are ineffective.,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289921438208495618
@myjourneymyself Fauci is a deep state fraud...he should have been fired a long time ago!,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284821729945190401
@realDonaldTrump Keep pounding that pulpit!!! And,fauci,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1280800689367789568
Fraud-ci is spinning his bullshit during Jolly @GovNedLamont presser.,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1290381686971273216
Fauci fuck you,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1278000986888572929
Here is an investigation. Look at Fauci's financial records prior to the China Virus then look at it now! DNC $$$$$ @realDonaldTrump @MAGA @KAG @NRA @RNC @DNC @FoxNews @CNN #TrumpTrain2020 #COVID19 #CoVFeFe  #DemocratsHateAmerica,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1260428942030356482
Fauci was all over the news saying #COVID19 wasn’t a threat to Americans in late January he’s a Clinton sycophant #FireTrumpNotFauci you know if he was a republican doc you wouldn’t give a f*ck leftists care more about politics than ppl dying get over yourself,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1249694496142405634
"@IlinetsVicky @itpartytime @funder @JoeBiden Research - Fauci in 2005 promoting Hydroxychloroquine for everything. Trump wants HCQ. Fauci, no. Need tests. Cant use HCQ bc it would make Trump look good. Cant have that!! If you did research, you would find that HCQ would have saved 100,000 lives. Now you're Trump.",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287646411614380032
"@WashTimes Given how wrong Dr Fauci was during previous pandemics (SARS, etc) going back almost 40yrs he might just be a quack milking the moment (bad enough) but given his noted love &amp; support for Hillary Clinton he might be trying to steer Trump into political suicide #COVID19 #DrFauci",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1245722561482240002
"@mspeggy50 @DonaldJTrumpJr For YOU &amp; #DrFauci need to look into the eyes of RECOVERED #CoronaVirus patients in America &amp; other Countries for the evidence #Hydroxychloroquine HELPED save their lives. ENOUGH with this Dr. Fauci @Potus, he is all about a VACCINE 12+ months away &amp; NOT about SAVING LIVES NOW!:wave:",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1246118885927129090
The fact that Pelosi LOVES Fauci and HATES Birx tells you everything.,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1290165583334576129
"@thejuliaeffect @realDonaldTrump Monday, April 13, 2020
Throwing Trump under the bus: Dr. Anthony Fauci Tells Al Sharpton He Warned Trump Admin in Mid to Late January “We Were in Real Trouble”from Coronavirus....His subsequent quotes on 2/29 &amp; 3/09 should disqualify him as an expert.",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1249813855544328193
@ActivistPost Can we please just turn him off #FireFauci,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1290384559348097025
@realDonaldTrump I see Fauci is no better at pitching than he is practicing medicine.,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286460231078359042
"@annvandersteel I trust a child that’s quiet, alone in another room more than I trust Fauci.",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1278074491202154498
"Please @TuckerCarlson invite Dr. Stella Immanuel on your show very soon... 

#FauciTheFraud",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289779531742683137
@CNNPolitics No. Fauci is on the cover of magazines acting like America’s next top model. He’s a lying agent of chaos.,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283772814286299136
"#DrFauci wants fear.

Fear makes people stay home. It lessons herd immunity and prolongs the whole cycle. 

That damages the economy more and hurts POTUS. 

Then Dems come riding to the “rescue” with this digital certificate/mandatory vaccine BS. #coronavirus #Covid_19 #COVIDー19",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1249411451841888260
"#DrFauci is now featured on every Trump Covid-19 Shitshow. He seems to be loving the exposure. He's starting to give Trump blow jobs, too. Perhaps someone should give him Rick Wilson's admonition.

I don't trust cheerleaders, even those with a trustworthy history.  #Covid19",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1238870125475852288
"@shango_strong @robizee @DeAnna4Congress @RandPaul Fauci is bought and paid for. There is nothing he is going to bring to the table that will benefit this country or the people in any way, shape, or form. #COVID19 #EnoughIsEnough",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1260361757186576394
"@thehill This either idiot or liar.  You have to pick one, is a joke. So serious but he is on the news, doing cover shoots and throwing out baseballs at openers?? If this was so serious he would be locked in his house. But he isn’t. He rips off his mask after every interview",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286150758900080642
"#HCQzinc4prevention 

#HCQWorksFauciKnewIn2005 

#HCQWorks

Even Freud Fauci said today that hydroxychloroquine is not effective",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289933693545373696
"@thehill Now talk about how his royal highness, Dr. Fauci, was MASKLESS in the stands at the Nationals game yesterday...sitting shoulder to shoulder with other maskless friends.  You people are pathetic.  #Hypocrites",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286707870420041728
I could use everyone’s help!!! My small city in Iowa is trying 2 shut down &amp; the ERs r EMPTY! @CityOfDubuque @dbqschools @KCRG U R NOT LOCKING US DOWN &amp; CLOSING SCHOOLS W/OUT A FIGHT! #MAGA #KAG #WWG1WGA_GLOBAL #Patriots #PatriotsUnited #America #Iowa #COVID19,fauci,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1289734414210150403
"America has a 50% obesity rate that is increasing daily, while the Kung Flu has a mortality rate of 0.2% that is decreasing daily.  Yet these covidiots insist on keeping gyms closed and your faces masked. #coronahoax #scamdemic #plannedemic #masksdontwork #covidiot",fauci,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1281579134804795393
"I knew a half a second after seeing #DrFauci that he would be a darling to the media and the clueless lemming crowd.
I don't necessarily have a problem with the guy but he flat out told you that he lied about masks. 

That cost how many thousands of lives?

Some of you are dumb.",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1276571987327037442
@drdavidsamadi @TheDamaniFelder I wish they would replace Fauci with you!!,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1281355116499673090
"@hickorymtnman @magaxxoo Sickening!
CRUSH The Covid-19 Swamp! 
@TheDemocrats #Globalists #CCP #XiJinping @WHO @UN @georgesoros @BillGates",fauci,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1247256900896350208
:thinking_face:I think #LawAndOrderNow in the nation pretty well surpasses #DrFauci #COVID19.  I don't know why Trump hasn't directed a stronger response to the #protests--now a FRONT for #DomesticTerrorism.  But if I agree Trump hasn't led well here...just imagine #SleepyJoeBiden as POTUS:bangbang:,fauci,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1276634283965284353
"@John_Sevigny We are finished with Fauci. 

We are finished with him dictating the future of America and our freedoms.

We are finished with his 24/7 fear porn and false projections.

And he STILL has yet to mention the most common sense ways to boost your immune system.

Seriously,",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1282644715289169920
@shaunking And yet #randpaul couldn’t be more right. Fauci cannot and is not the one overarching decision maker with a disease we’ve never seen and still are trying to figure out. Let’s not pretend his history is spotless sorry #DrFauci #COVID19 #randpaul,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1260242047056953344
@realDonaldTrump Take them down.  Big pharma and their paid representatives are killing Americans by the thousands every year.  Your buddy Fauci was against the cure for Covid from the beginning and now tens of thousands of dead Americans are on his hands.  They put profit over health.,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1290649686039244800
"@emilia_suze @TrumpLadyFran @gatewaypundit What a great idea! Fauci deserves basement time with Biden!
#NeverBiden
#TrojanHorseBiden
#FauciFraud",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289817317757423616
"@SailFree @TomFitton Even #Fauci #FlipFlopped on #WearAMask.  First, he said not to ... they're not necessary.

#FlipFlop
#DrFauci",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1278122852630310913
@realDonaldTrump People need to get their haircut and nails done. You're ridiculous!! I'm not voting for you !! You have completely lost your conservative values. You need to fire #DrFauci . You need to be mad at #DrFauci @VP @FoxNews #COVID19,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1253455395181473794
"@CathyJoeGPT @chuckwoolery He advised against travel ban from China early. Thank goodness Trump has great instincts. 

Says Masks don’t work. Then says wear a mask, Even though it’s a fact that surgical masks (much less cotton covers) don’t block #ChinaVirus - read the warning on the box.",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1283226205064437763
"@bpolitics #DrFauci belongs in jail or a retirement home; not lying before #Congress :woman_facepalming:

#COVID19",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1260274847029948416
".@realDonaldTrump .@VP Mr. President. You boxed yourself into a corner. We elected u! Not unelected, #DemocratOps w/ a political agenda like #DrFauci &amp; #DrBirx (Who caught too much heat last wk, so she buckled) to undermine u &amp; crush our #Economy!

#CoronaVirusTaskForce #COVID19",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1244738242106228737
"I’m guessing now that after the riots with their mass gatherings are over it signals that the coronavirus lockdown has ended and everyone is going back to work?
#COVID19 
#DrFauci 
#COVID 
#California",fauci,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1268024305528389632
"@Slate Fauci is a total Fraud. 

We can't show up to work with our jobs, but destroying them is fine",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289938392029908992
