Tweet,Target,Stance,Opinion Towards,Sentiment,Tweet Id
"@AprilDRyan I have no children but am friends with numerous teachers and librarians. Although they desperately want to return to schools, they don't think returning now will do anyone ANY favors. They are also outraged that the fed did NOTHING to stop or plan for this.",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286044189130657793
"Coronavirus has shut down all private universities across NYC, but all CUNY schools are still open. This is wildly irresponsible considering CUNY students are lower income, &amp; more likely to not have insurance. This is what a war on the poor looks like.",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237524874358222849
"@JoeBiden So again, you're going to ignore what's happening in Portland, OR how unauthorized Federal agents are abducting citizens and detaining them without cause?
Or are we supposed to also forget that you are in favor of opening schools back up?
#PortlandUnderSiege",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284980798811066368
"@RichieMcGinniss @JackPosobiec Look at how young they all are.  No wonder they don’t want schools to reopen.  These kids would have to be in class. @realDonaldTrump   Also, I don’t think this is 6’ social distancing.  Anyone got CV #s in this city?",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286644029417979908
"Parents are actually going to have to parent their own children with schools closed...yet we have a generation with limited parenting skills, where others have raised their children from nursery and they’ve not had health - 1 #StaySafeStayHome #coronavirus",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1240719696426663936
When you want you’re school to cancel classes but then you realize you’re from Ohio :clown_face::smiling_face_with_3_hearts::smiling_face_with_3_hearts: #SUNY #coronavirus #CoronavirusOutbreak,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237522705676558337
Hey @RepValDemings what are you doing to help central Florida teachers in @OrangeCoFL to stay safe this school year? @JerryDemings doesn’t seem to want to take responsibility for closing the county and keeping kids and teachers safe.  #COVID19,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283892410754437122
"waiting until we have the first case of Covid-19 in the @NYCSchools is the height of stupidity! @NYCMayor should close the schools now, before anyone tests positive and spreads it through their school and on the buses/subways. 
#CoronavirusOutbreak",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237437502597840896
@Youtube01829362 @_Azriell_ @CharlesMunn1 @MadDemSocialist @LevonSiler Are you a teacher? You think that will happen? It will not. Children tend to not listen in school from my Teaching pre-3rd then older 7th. I can't get behind your logic at all. Teacher will spend the day Keep your masks on wash your hands..not so close..unbelievable.,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284209252081573888
"@fred_guttenberg @donwinslow @JoeBiden It's not only about children. It's also about what they are going to bring home. It's also about adults, parents, esp. grandparents and so on. Look at Israel. They opened the schools and next thing was an explosion of cases among children AND adults.",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283960376099561472
"literally everyone at my school is sick. everyome. maybe jot with the corona virus but everyonen is sick, coughng, sneezing, literally everywhere.",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237538430252224513
"@Sometyme1 @donwinslow From my understanding, they are happy to sacrifice OUR children because many of these people don’t have their children in public schools. If they did, they might be more sympathetic, though on second thoughts, probably not.",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283805735122432001
"Spent two hours at the supermarket, parking, figuring out what to buy when whole sections were empty, and waiting to pay. Definitely not one person per four sq metres. Not the case at my kid's school either. #COVID19",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1240863959491547139
"I just learnt that I have to WAIT until someone in my school to get the coronavirus. if that happens then I will get it, right!",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237496642795864081
There are very few events in life that can cause a systems collapse.  #Coronavirus pandemic is one of them.  @NYCMayor needs to act with greater sense of emergency and cancel everything.  #shutdownNYC,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1239225076890898433
"We not saying schools should close forever nah,they should at least take a break to recover until the 2nd week of August.The aim is for the harsh winter conditions to pass then things can get back to normal.We will try by all means that our children comply:mask:.",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1283360867896176641
2) We as Sadtu want schools to close because of the Standard Operating Procedures are not being implemented consistently across provinces. Schools are operating on autopilot and acting outside the SOP. We won't even get to social inequalities,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283695262444265472
"@kromagin @cbigg81 @DinosaurJaime @OliviaNiland People on the side of keeping kids out of school for another year are harming children far, far more than opening schools would regarding this virus.  I’m beginning to think those teachers don’t really like teaching and shouldn’t be teaching.",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284882626399145984
@SadtuNational Teaching profession is disrespected in our country. Our Learners will bring death to their parents and they will become orphans due to Covid-19 Teachers will bring death to their families too. It will end in tears.,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284578394458533892
@Rschooley @Souldiva72 Not testing the theory on any child of mine.,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284986831331905538
so glad my jurisdiction is doing distance learning and not sending my children back to the coronavirus box in the fall. I'm just out of chemo so I might as well lay down in the road outside of the school and wait for somebody to run me over if they went back,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1283820868548923393
I don’t get why they are waiting for coronavirus to get to schools before closing them. The spread will be much worse when it reaches the schools so closing before that can happen is the only logical way to combat it,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237514607083671552
Many people are asking if Barron is going back to school. Of course not. I care about HIS life. A little. Believe me. #SchoolReopening #schoolchoicenow #coronavirus #COVID #Covid_19 #COVIDー19,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1284634547028668417
"@jwgop @realDonaldTrump If it’s so safe to send the kids,teachers, staff back to closed rooms, then why is the WH STILL testing everyone that comes in? Why isn’t the WH open for tours?",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283869786158493696
"I'm acc getting nervous now to go college because of the high risk of coronavirus,  we all need to be safe man and to do so we all need to be self isolating. Fuck the economy for two weeks",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1239281561796841480
"@BorisJohnson Can you please explain to the nation what plans you have put in place to open up the schools in September!!
Seemingly you (like trump) don't have a plan
Get your act together else the schools will be empty
Spend the money on school safety! :rage:",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283369524994224140
"I'm YOUTH Brigade we have not been paid at that time we risk our lives to make sure that for those schools open are safe for kids by sanitizing classes and kids before and after school, taking temp, maintaining social distancing and wearing masks
#PayBrigades",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1283324132516667394
@donwinslow So glad Dekalb County schools doing virtual cause going back to school during this mess!?!,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1283810201309720576
"How about instead of endangering children, you give some money to education and fix our schools' horrible technology infrastructure so they can do the same things from home.",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283922164819701760
@CP24 Why are we NOT talking this seriously in Canada? Why are we so arrogant to think that we are immune to this!? Why would the convention take place??? This is insane. #COVID19,school_closures,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1237684656499286017
We don’t want free stuff! We  appreciate the best efforts put in by our schools. Our school deserves to take fees  for adapting to the new ways of teaching!,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1287355966036443141
I honestly think students should start staying off school at the moment. Covid-19 is now confirmed in my town and it’s sure to spread like rapid fire. I don’t understand why the schools aren’t shutting down or at least doing deep cleans,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237633382135234560
@drdavidsamadi @Acosta There's a vas deferens between Urology and Infectious Disease specialities. The science is clear that it's not safe to reopen schools. This is genocide and YOU should be ashamed for promoting the WH talking points and not facts.,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283862232913174528
"No one has ever come up with a real plan for what happens when a student, teacher or staff member tests positive or dies from COVID-19. Do you close the school? Do you send the kids in knowing one of them may have contracted it?",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1282855813653032962
@News24 That's not a good idea for schools to open its cold now n Corona works when it's cold so please man not now ...,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286312884885245952
@donwinslow Trump is like the mayor of Amity Island in the movie Jaws. Demanding schools open is like demanding the beaches open,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283817227838533633
Schools won't shut down because the government is if certain the problem is with alcohol and cigarettes,school_closures,FAVOR,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",neg,1283295480684871681
"@PressSec Show us the science that children and staff are not in harm's way if schools open.&lt; All of it, as I know you hate cherry picked data.&gt; 

Cases are skyrocketing. Schools are *not* daycares.",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284148605247541249
my school will only close for 48hrs if there’s a coronavirus case and then we’ll all probably have to return to normal as if nothing’s happened. wtf?,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237514866966925312
@ParTroyHills @TroyHillsSchool if u have an employee who has come in contact with coronavirus why would u let students come in contact w/them or anything they touch &amp; risk spreading it #coronavirus #bettersafethansorry,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237588181068857344
Unless the so called madam minister Angie gets infected by the virus that the only way she'll finally gain her conscious and decides to close schools if not then she'll want to sacrifice our children for their own amusement we should protest if we have too!!!,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286204932484485122
"@JohnCornyn Pipe down until you get us testing, PPE, and safety measures in the classroom. You want us to go, John? Your kids go first.",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283829441341394944
@hartfordcourant Reopening schools in a few weeks... will teachers be eligible for workers’ comp when COVID infects us? I’m heading back in a few weeks with protections like “recommended distancing when possible”. Who will sub for sick teachers? This is crazy. #NotMyKid,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286692411423559683
"So private schools are taking decisions to close. Not public schools? Viruses don’t discriminate. Viruses don’t care about your bank balance. Viruses don’t care if you went to Hillsong conference, or the football or to school. #COVID2019 #COVID19Aus #coronavirus",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1239108564062363648
@PressSec If you “follow the science” it does not take you to “open our schools.” If that morally doomed infant you spawned was old enough to attend school you know damn well you’d keep it home. See,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284191831639691264
"@donwinslow @PressSec says that the administration won’t let science stand in the way of opening the schools. 

This can not stand.",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284058815965442049
"@DarrenSproat @PremierScottMoe In 5 weeks, the Premier plans to move kids to the front lines, unprepared.",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286864327350263808
"@GOP @realDonaldTrump You guys don’t give a shit. If you did, there’s no strategy, funds or a plan to safely send children to school. 
#COVID19",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286412322836291586
C’mon Governors!  Don’t let DJT dictate and threaten you! Get your heads together and refuse to open schools at this time.  What? Is he going to cut off school funding to half the country? That is not how one wins an election!,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283846780099100673
"@JustinBrannan @agounardes @Sen_Gounardes 
I'm concerned about the coronavirus and CUNYs lack of disinfecting strategies. They aren't cleaning. CUNY is overcrowded and we're all commuter schools, we can't avoid mass transit.
They won't listen to us. #CUNY",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237500514134360070
"Los Angeles County is still in Scenario II; therefore, BUSD is faced with a Hobson’s Choice. Our students, teachers, and staff have to wait for at least one person to become infected with Coronavirus before we can close schools.",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1238315932549656578
@ChuckGrassley @realDonaldTrump Then why are schools being forced to open if he is so caring?,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286581859602833408
"Definitely keeping my kids home until there is a tested, wide spread vaccine.",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1283862270141964296
"No vaccine, no school!

Kids are required to show vaccine records to set foot on any public school campus. Now we are letting that slide so they can pass around COVID and risk dying?",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283864542888390656
"@MaryEllenKlas @GovRonDeSantis FL #Covid19 cases are going :arrow_up: not :arrow_down:.
@GovRonDeSantis re-evaluate that.
The workers within the school system are mainly in the ""high risk"" Bus Drivers, Teachers, Aides, Administration, Custodial, and support staff. 
#SocialDistance in already overcrowded classes??",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1271126047313051648
"""Schools will now be the experiment,"" Carroll says. ""We're going to see a bunch of schools open with varying levels of control, and then we will see what happens."" See what happens? Our children dying is not an experiment.!",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286090007216783361
"@TessEractica @NotSteveOkay @VABVOX @KoriWasinger @ABC I saw that. This is yet another reason why we can't open schools. These anti-mask folks ruin gains made, even work in schools and have kids. No way would I want my kid sitting next to some whacked out anti-mask kid or get an anti-mask teacher.",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284680646326022144
Riddle me this...the government has been so hell bent on vaccinations not allowing kids to attend school until they’re updated..we don’t even have a fucking vaccine for COVID so why does this moron and his negligent administration want to reopen schools??,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283861992604758016
"To slow the spread of the #CoronaVirus #COVID19

#CloseTheSchools
#CloseTheSchools
#CloseTheSchools
#CloseTheSchools
#CloseTheSchools
#CloseTheSchools
#CloseTheSchools
#CloseTheSchools
#CloseTheSchools
#CloseTheSchools
#CloseTheSchools
#CloseTheSchools",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1237529823225860097
"@MotherJones Schools are petri dishes for any infection like flu .Any study that has been done abt kids is flawed because we protect our children,since March they have not been interacting with other kids. Reopening will cause outbreaks.Teachers,Staff,families  will be affected",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287208405975924736
If u ain’t sick we all finna have a ton of time to stay home and workout because of quarantine. Become a skinny legend :clapping_hands_medium-light_skin_tone: #coronapocolypse #COVID2019 #coronavirus,school_closures,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1239661851270471680
THE ONLY ONES RUSHING TO OPEN UP SCHOOLS DON’’T GIVE A DAMN ABOUT THE KIDS OR EDUCATION. IT’S POLITICS,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283836693443796993
Like realistically what’s the point in having school tomorrow amid this coronavirus outbreak...,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237875996046454786
"@eNCA @SABCNews only PUBLIC schools will be closed???
What happens then to the PRIVATE school kids, are they not prone to contracting COVID-19, or are they moving their learning online? What then of the POOR kids???",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286367233816629249
I really don’t like homeschooling the grandkids but I’ll do it in a heartbeat before I let trump sacrifice my grand babies for his re-election.,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283818686718124033
"This is a wakeup call! Coronavirus can destroy the private education industry that took decades to stand on its feet. If we let it collapse now, it will take decades to build up again.",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284816800916570119
"The Republicans didn’t care about gun violence in our schools, why would they care about a virus!",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283803281723215875
"So, Republicans want to move their stupid convention outdoors, but kids should go sit in schools?",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283853830589947912
@BorisEP @JoeBiden This footage was filmed during the last week. This is @realDonaldTrump America and it is terrifying. I’m not facing the #TrumpsGestapo but I am facing @CherokeeSchools opening with no face mask requirement or social distancing plan. #TrumpVirus,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286122794955268096
"Kids go to school so they can learn, not so you can work. Not so they can die. #COVID19 #SchoolReopening",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283428826228219905
"@JohnCornyn And what exactly are you doing to make schools any safer, Senator?  Teachers and students need PPEs and testing.  Most school don’t have nurses or even money for sanitizers and tissues. You want all kids going back to school without safeguards?",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283755374948913154
"People saying that schools and the economy could already be opened, with significantly less danger and financial distress, if we just handled the virus as well as most other countries are missing the point! COVFEFE! @realDonaldTrump",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283806657085136896
"I think this is just absurd. Really, why are they waiting for kids everywhere to start catching the Coronavirus before starting to close schools? Why not just close the schools NOW to prevent it even getting to that stage?:thinking_face:",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237547924147417090
"@MarilynTatman You're so right. In Europe we're looking how to organise alternated classes (half), 1way paths, alternated meals. Big issue: cleaning everything in between! Masks compulsory. Easier with elder kids. Online teaching enhances social  groups, so not the only solution.",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1283856578081366029
Option of homeschooling is for the rich. Not for the poor. You gave Us no choice. Then you say if they don’t go to school there wont be be space for them next year :woman_shrugging_medium-light_skin_tone:. What choice or options are there? #COVID19 #angie #LockdownSA,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283247339113713664
"Kids need to brave the pandemic and return to school ASAP so future Republicans can also have educated people to ignore.
#RepublicansAreKillingUs #RepublicansAreDestroyingAmerica #RepublicansAreTheProblem #COVID19",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284195391026626560
"@DrZweliMkhize This thing is bad, I knew of someone I was traveling with , that passed away, the guy was never off-sick, healthy and all. Covid is shit...man. And schools are still open @angie_motshekga",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286046173132881920
"@mitch61nm @yeahunoeme So...Religious and private schools can do anything they want.  PUBLIC schools must fully open, on campus and no PPE restrictions. 

What a vile evil man he is. Genocide against the non elite. With our children as the catalyst.",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284709449756749825
Why is it so important for the Department of Education to open schools na bethuna because thina as parents of these kids the ones who will benefit most from thier education we say they must stay home.,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283355446477283328
My daughter is a SLP working in public schools. I do not want her to be exposed to COVID everyday and risk our lives for an agenda from the trump regime.,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283873117278842880
"@GovRonDeSantis There's a bunch of Charlie Manson's running around. Don't leave your life in these killers hands. And do not sacrifice your children for these murderers!

#WearAMask",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283825124680982528
"If I wear a mask while teaching VCE students, I don't know how I'm supposed to speak clearly. Moreover, I expect that many parents will keep their kids home. Remote teaching is optimal right now, more than it ever has been.",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1281448721486508032
"@MarkDice @Acosta The science is not ""on our side."" They keep saying countries which have reopened schools, but those countries have managed the virus, where have not! We are currently averaging 62K new cases a day. She even says we are the outlier. Yeah because Trump F*cked this up!",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283876934074736640
"When admin and school boards vote to reopen public schools they should have to vote in desks that are only 2ft apart in rooms with no open windows, without providing masks or hand washing soap. :soap: 

#BetsyDeVos #idahoCovid19",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283796498942058497
"@CDCgov We should all be terrified that @realDonaldTrump is blocking @CDCgov from testifying on reopening schools. He’s sacrificing the lives of kids, teachers &amp; school staff &amp; he doesn’t want us to know. This. Is. Happening.",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284515479231565825
Trump is NOT an educator and he's NOT a doctor why would anyone listen to Trump over our educators who have been in the classroom?? We know the nature of students and we know students Will Not social distance or keep their mask on.... They're Children,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283818858718035968
"@AprilDRyan California, Bay Area (San Mateo). Rising Covid numbers. Daughter is Soph. HS, wife is a 1st grade teacher. So stressful April. IMHO, County re-opened to fast. People still don't want to wear mask. No vaccine in SIGHT! GOP is a bunch of a$$holes",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1285975864908210176
@dougducey It is unsafe to open schools in 4 weeks.   We can almost guarantee you will not follow the science but follow Trump down the rabbit hole again.  This time you can take that trip alone.,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284086460950261762
"@B52Malmet Well, that says it all! #StayAtHome",school_closures,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1283124602298757121
"All the schools out there really waiting for someone to get the virus just to confirm this ""corona virus"" is real. There are LITERALLY children under the age of 5 that go to school",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237519246126510080
"Remember when people said, ""Imagine if Covid-19 killed children instead of the elderly...how would we react then?""

Do we want to find out?",school_closures,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1283809607006199809
"@Mike_Pence @VP @UofSC Yet, 85 infants have been diagnosed with covid!! You think school kids are gonna keep their masks on all day? Wash their hands every single time they need to? Not scream, yell, sing, spit on another kid or school staff?! Wake the hell up!!! #pencemakesnosense",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1285802171582214144
"So. What are we MISSING while Donald &amp; betsy promote reopening schools?

Tax returns? Rigged 2016? Rigged 2020? The siphoning off of USA $$$ to Russia &amp; China? 

MARY TRUMPS BOOK? 

Donalds escape hatch getting readied?",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283815562162962432
"If a teacher catches 'Rona while at work in their school, but passes while admitted in the hospital, is that considered a work-related death and will their spouses receive a death benefit accordingly?  #COVID19",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284467994190635015
"@nycjim @PressSec Science is based on FACTS 
Not Figures
Not Corporations 
Not Political Agendas 
And not for negligent, corrupt criminals who want to jumpstart economy to work their campaigns. 
Schools should be closed until there is a vaccine. 
This is Our Children 
Not Products.",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1284046607734894593
the hospital which is a walk down form the school had a patient die of the corona virus but my school isnt closed hm,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237633188316491779
"@marcorubio There is no absolute here.  Kids need schooling which is education, not ""need to go back to school"" which is a place.  The cost of life outweighs the cost of being at a place every time. Stop word-smithing your way around an issue that could kill thousands.  ",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1282721255838240768
@drcarachrist you commented that kids are not spreaders and less susceptible but many countries have had to close schools because of spread.  You need to research more before speaking.,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283907551218724864
America is so used to children being gunned down while AT SCHOOL that it seems very easy for them to ready for #COVID19 deaths that are coming for the teachers/students/their families as American schools are being FORCED to reopen for in person education!,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283634231021899776
@GOP @realDonaldTrump How can a child dream when dead? #schools,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286366190831575045
"If offices and meetings can continue online, why can't schools!! 
Address the problem which logic and looking at present times. 
@PMOIndia @CMOGuj @vijayrupanibjp @imBhupendrasinh",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1287355229059665920
"@Themftruth3 My child will not be going back to school next month. 

Incidence of COVID is 10x more now than it was when schools here (Connecticut) closed on March.",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1284537598745223168
"Now stop calling them schools, colleges, universities because they are test centers now. You have to teach at home &amp; schools just to rate excellent, good, poor. Honestly, I am speaking after experience of children education. Therefore, make everything online.",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1287318322954948610
@csheets44 @GovMikeDeWine My daughter goes to Dayton public schools and last year she had to sit in science class with no teacher the entire year. They gave them a packet and left them alone for the day. How will this year look??? This is going to be a disaster. SMH,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284485911888224259
