Tweet,Target,Stance
"Yeah. We do. And if you don't, you should. They each have long records that portend how they will act in the future if elected. That @JoeBiden felt compelled to rewrite his history says something serious. #DemDebate #DemocraticDebate",Joe Biden,AGAINST
I really wish we'd stop using the protests to reference the dude who bailed on #NotMeUs to stan Biden even though dude who bailed knows Biden's going to lose.,Joe Biden,FAVOR
@HillaryClinton @JoeBiden THERE's NO GETTING OVER The Bipartisan Injustices &amp; Fraud U &amp; your greedy Elitist shrt sighted Nepotistic cohorts hve Perpetrated Perpetrated Cultivating Degeneracy out of which -45 rose! his stench is on U &amp; Us all 4 Allowing It #NeverForget,Joe Biden,AGAINST
"Joe Biden rejects Medicare for all, says it wouldn't have slowed coronavirus spread via @nypost #MedicareForAll #SinglePayerSunday",Joe Biden,NONE
"Not just Cuba, China too. Biden and the Dem establishment are playing a game of chicken against the GOP to see who will out-antagonize China for votes. Stop the antagonism and end American Hegenomy #ourrevolutionla #organizetowin",Joe Biden,AGAINST
Which is it Joe...are we a Country of laws or not?? Seems like you #dems only want them enforced when it will get you votes...NOT THAT IT WILL HELP THE NATION!! #SLEEPYJOESUCKS,Joe Biden,AGAINST
"Conscientiously avoiding the #VietnamDraft to avoid personally enabling a murderous war, was prudent. Avoiding it with a bogus excuse like asthma; &amp; later becoming an advocate &amp; enabler of the bogus wars in #Iraq &amp; #Afghanistan, is inexcusable. #JoeBiden",Joe Biden,AGAINST
@SpeakerPelosi just shut the fuck up!!! How about yall investigate Biden right now? Fucking idiot! #Potus45,Joe Biden,AGAINST
"Youve been lying about Biden's son, over a bogus claim that you and @RudyGiuliani have been pushing even though your conspiracy theory has been thoroughly debunked, in order to rig the #Election2020. You will be impeached, its only a matter of time and @GOP coming around.",Joe Biden,NONE
so after nearly fifty years in politics you still havent helped the middle class....go spend your money joe,Joe Biden,AGAINST
Just the #coronavirus though right Joe. The rest of our healthcare can still be in the fate of your corporate donors the for profit corporate controlled health insurance industry that you want to give more of our tax dollars to. The industry that claims up to 262 lives every day!,Joe Biden,AGAINST
@BarackObama will be remembered as the president who sold out Americans for blue votes. His VP #JoeBiden will be remembered as the guy who couldnt keep his hands off women and couldnt keep his hands out of the foreign cookie jar.,Joe Biden,FAVOR
"Biden Defends His Record, His Heated Town Hall Exchange, And His Preside... via @YouTube #JoeBiden is an honest Joe. Hence, #NoMalarkeyBusTour. Keep telling the truth Joe as the Liars only hear Hell.",Joe Biden,FAVOR
I call bullshit on winning the battle for the soul of the nation. I smell politics at play. #biden,Joe Biden,AGAINST
.@MikeBloomberg told @CNNs @CristinaAlesci he's focusing on November 6th &amp; he'll take a look at making a decision to run for Pres in 2020 a few months later. Called @JoeBiden competent American &amp; if Biden jumped in the race it wouldnt deter him if he has a case to present,Joe Biden,NONE
2020 Presidential Election News Update : Gabby Giffords endorses Joe Biden #Election2020 #News #SuperTuesday,Joe Biden,FAVOR
"Hear! Hear! @MichelleObama @BarackObama @JoeBiden @JohnKerry let's not forget the opioid-overdoses &amp; did-nothing, NOTHING! what about ALL the innocents that have died N Chicago! the obama's home! n-korea-got-the-nukes &amp; china-illegally-created-islands N the s-china sea! sad [sic]",Joe Biden,AGAINST
What a powerful eulogy and beautiful tribute to John McCain from VP @JoeBiden.,Joe Biden,FAVOR
NO! He said he mention Joe Biden's name. The favor was for the investigation into the phony FISA and Hillary's Server. The Ukraine President brought up Biden. Read the document. The Dems are just trying to add 2 + 2 and coming up with 10.,Joe Biden,AGAINST
#AUDIO: @LarryRasky joins @HeraldRadio's #MorningMeeting to talk about whether or not #JoeBiden will get into #2020Election.,Joe Biden,NONE
Men and women have gone to jail and been labeled as a sexual predator for less than this. Biden looks like a sexual predator to me.,Joe Biden,AGAINST
@rtenews @drivetimerte @thejournal_ie @independent @JOEdotie RTE please bring @Paschald back to studio and ask why he doesn't practice what he preaches. He must honour the Labour Court recommendation to Pay CE Supervisors a pension. #nopensionnovote #election2020,Joe Biden,NONE
"@MittRomney @JoeBiden I don't care who is P/VP, but it needs to happen. This should be the 2020 team. #Election2020",Joe Biden,FAVOR
Wait WUT?!? Did #PedoJoe say he SHlTS ON THE STANDS at the beginning? @JoeBiden you are an absolute train wreck.,Joe Biden,AGAINST
We both know Biden will not be doing those thingshe is unfit to lead,Joe Biden,AGAINST
Well said Uncle Joe ... please run in 2020.. we need you!,Joe Biden,FAVOR
Joe Biden - most experience and PA rural appeal. Kamala - democratic rock star with 2018 blue wave appeal Beto - unapologetic Democrat appeals to Independents with inspiring Obamaesque message. Democrats are in amazing position. #StayUnitedDemocrats #Democrats2020,Joe Biden,FAVOR
"#GOPCowards The ONLY PROOF we have is @JoeBiden bragging about his Quid Pro Quo. Hunter Biden taking 80,000 from CORRUPT Burisma EACH MONTH. 1 Billion from China. Only HALF the House voted to Impeach, but they went ahead anyway...Thats a CONSTITUTIONAL Violation #CrookedDNC",Joe Biden,AGAINST
.@jamietworkowski brought laughs and humor from the gate. @VP44 @JoeBiden - were you on campus today? (@TWLOHA wants to know) #TWLOHA,Joe Biden,FAVOR
"Adam I can almost feel ur despair about the event;just from ur words.I think this will lead 2 a new backlash against anti-semitism & white nationalism,which has been on the rise. As 4 coming together @JoeBiden had some good words of unity when the bombings happened.Give it listen",Joe Biden,FAVOR
Dont we all want them to do their jobs after the elections?The impasse created by majleader has created an unworkable government. Bipartisan is the only way. Healthy discussion and collaboration is what most of us do at work and would expect fr leadership. #JoeBiden is right.,Joe Biden,FAVOR
Nawh he will have perseverance to endure all this shit show. I bet Justice Thomas has counseled him. I watched YouTube last night on 1991 Clarence Thomas confirmation hearings; his strong conviction against @JoeBiden &amp; Teddy-(I killed a woman)-Kennedy was awesome #Godspeed,Joe Biden,AGAINST
"Did Joe just say he would ban fracking? Thats a change from a year ago, also Im curious if Heather Zichal is still a climate change advisor, she was a board member of Cheniere Energy an LNG company which owned Sabine Pass in Houston #DemocraticDebate",Joe Biden,NONE
"We know what YOU are #CrookedJoeBiden/ #QuidProJoe. What an embarrassment to my former (#democrat) party. YOU are just one of the reasons many of us decided to #WalkAway from so-called ""#liberals"" (who aren't ""#liberal"") at all, &amp; from ""#progressives"" who just AREN'T. -",Joe Biden,AGAINST
"I, I, I, I, I, I, I, am just trying to divert attention away from my #BidenCrimeFamily. I, I, I children sitting on my lap touching the curly hair on my legs...I, I, I, I sherona.",Joe Biden,AGAINST
"I am a die-hard #Republican as MANY people are aware. Am not overly fond of #JoeBiden at all However, this is the way I visualize what might have happened as explained in report &amp; in this case the female victim cannot/might not be telling total truth. Would have to know more.",Joe Biden,AGAINST
"Looks like she could be related to #CreepyJoe. She's definitely not using #SocialDistancing. I thoroughly enjoyed taking that picture, especially after she started Eyeball Fuxing me. She wouldn't take a picture with a 17 year Vet cause I didn't support her. #Loomer got #Loomered.",Joe Biden,AGAINST
So Joe! are you saying that minorities are too inept to acquire a valid I.D. for voting? I would take your statement regarding blacks and working class americans to be a huge insult.,Joe Biden,AGAINST
"#Biden$, ""word and a buck"" will get you a small coffee...",Joe Biden,NONE
Folks w/their own agenda for a VP candidate. A VP spot! Yall probably believe #Biden wont live thru 4yr term. This is why I am an Independent Voter. The Democratic Party will take another body blow over this VP choice. People pushing candidates the populace already rejected.,Joe Biden,AGAINST
@JoeBiden we were sick of you &amp; your liberal buddies hence why people voted dems out! Please go away &amp; stop spreading your hate.,Joe Biden,AGAINST
As a CT resident I am proud of the tri-state Governors & am sick of sending our tax dollars to the most corrupt & incompetent government in a history! #ThankYouGovCuomo #MitchAntoinette #DitchMitch2020 #FlipTheSenate #VoteGOPout #Biden,Joe Biden,FAVOR
"#JoeBiden #HillaryClinton #Dance2019! Doo-See-Doo and a Texas-2-Step and a Waltz and most of all a Line-Dance! You go, no you go, no you...",Joe Biden,FAVOR
"Funny, all the no people will get stuck with the Orange Blob. Count me in Joe. But bring either Buttigieg or Harris with you.",Joe Biden,FAVOR
"Go ahead and put the entire previous two weeks of everything @JoeBiden has said into a chart. Add everything @AOC said, ever, to that list and top it off with the 'murder' of Mike Brown by @KamalaHarris and @SenWarren",Joe Biden,AGAINST
Looks like creepy Biden is going to give it a shot for POTUS. This will be easy for us #Patriots to show the #Election2020 folk what that creep is.,Joe Biden,AGAINST
I know you said one but... @BarackObama @MichelleObama @JoeBiden @StephenAtHome,Joe Biden,FAVOR
"#TransitionToJoe which will equal restoration to greatness. Your new and pathetic slogan confirms what we all know.... YOU FAILED TO MAKE AMERICA GREAT! YOU DESTROYED AMERICA. Itll take a smarter, more ethical human to restore this country! #IMPOTUS #IGNORAMUS",Joe Biden,FAVOR
Happening now: Join former VP @JoeBiden and @chefjoseandres as they answer your questions about food security in the wake of coronavirus at a LIVE #YahooNewsTownHall with @dklaidman &amp; @brittanys,Joe Biden,FAVOR
#VoteBlueNoMatterWho Show me someone Blue &amp; I'll vote for them. #DropOutJoe,Joe Biden,FAVOR
"@LucyFlores ""what could I do?"" You, and every other woman in these situations could SPEAK UP, right then, right there. You were not a helpless teen, you should have said something to .@joebiden. Men need to change, women must stop abdicating their agency, then complaining later.",Joe Biden,AGAINST
"Did you know: #JoeBiden 's brother, #JamesBiden was given a $1.5 Billion dollar government contract to build homes in #Iraq during the #Obama Administration How many billion dollar deals were given to the Biden family while he was VP? Why is this getting no coverage? RT!",Joe Biden,AGAINST
I love Joe; hes not my candidate. But that man has been through a lot and I love him and (most of) his public service to pieces.,Joe Biden,FAVOR
"If @TulsiGabbard is @JoeBidens pick for VP, I would consider voting #Democrat. #DNC @TomPerez",Joe Biden,FAVOR
"@SenCapito and @Sen_JoeManchin, please heed this. If you wish to support a conservative Justice, we can do better than someone whose opening statement embraced bitter partisanship ... and who responded to committee questioning with startling immaturity.",Joe Biden,FAVOR
Yes. But I also remember that @JoeBiden was always on the wrong side of history. So that's not really a new information. And yet establishment dems pushed him. #Medicare4All,Joe Biden,AGAINST
"Hey #JoeBiden @JoeBiden is going to be on @MSNBC tonight! You should def swing over to my buddy, @TDucklos account and retweet this!",Joe Biden,FAVOR
"Between the #Biden visit and Dameion Brown at Suzanne Felson's home, it quite a month!",Joe Biden,NONE
CNN article. The meaning of the word is exactly what is happening. So once again #MyPresident is right. #CorruptNews is wrong again. 5 #Democrats (#Biden) talked about lynching or lynch mob pertaining to the impeachment of former Pres. #Clinton,Joe Biden,FAVOR
#JoeBiden has completely lost his mind. I can't follow a thing he saying. I couldn't quote him if you handed me a $50 bill. #DemocraticDebate #demdebate,Joe Biden,AGAINST
#RudyGiuliani claims #MikePompeo was aware of attempt to get #Ukraine to investigate #JoeBIden I wonder how many people in this administration this will bring down?,Joe Biden,AGAINST
Deflection is a form of deception. Always beware of those who deceive by false and misleading accusations because they are hiding the real quilt within. #Ukraine #Biden,Joe Biden,AGAINST
"This should be the end of Bidens campaign, but you never know #Democrats are #stupid. #Biden: We Should Put Fossil Fuel Execs In Jail And If We Don't Stop Using Fossil Fuels, 'We're All Dead' via @weaselzippers",Joe Biden,AGAINST
"(Man, I thought I was the only one who thought that...thanks) #CreepyJoeBiden, (and he was flirting at the end).",Joe Biden,AGAINST
#VoteBlueNoMatterWho! ARE YOU SURE? #BidenAbrams2020 #JoeBiden #BidenWarren2020 #BidenForJail #OBAMAGATE #Congress #ObamaKnewEverything #BidenKnewToo @JohnBrennan too. #Loretta did too #ClapperKnew @Comey sent agents to entrap @GenFlynn because he could They got caught,Joe Biden,FAVOR
"What Joe, no lecture on the FBI?? Another lifetime establishment politicians that will say and do anything for his own political power and gain. Disgusting",Joe Biden,AGAINST
Thank you Joe - this is America and every vote should be counted no matter how long it takes,Joe Biden,FAVOR
"@JoeBiden you're ""tired of this administration""? Too freaking bad boy. Get used to it...it's not going anywhere until after the next 4 year term. #demskeepStumpingfortheRight #2018VoteRed",Joe Biden,AGAINST
"If Joe Biden makes it, will Ben Rhodes also go back? #Election2020",Joe Biden,NONE
"Oh yes ... as #Dems fall back on the old line from @HillaryClinton when hubby was on the hot seat back in 90's ... 'Right Wing Conspiracy'!! No, it's not ... just more #DoubleStandards at their finest!! #BelieveAllWomen #Biden @seanhannity",Joe Biden,FAVOR
Biden: ... to create a smoke-screen for their unprecedented refusal to have the FBI conduct an investigation into credible charges. Senator Biden made those comments in response to Senator Hatch's attempts to frame the FBI's 1991 report on Clarence Thomas as exculpatory. /2,Joe Biden,AGAINST
Here's a prediction: Biden is going to name crooked Hillary as his running mate. #BidenClinton #Prediction2020 #Election2020,Joe Biden,AGAINST
@JoeBiden Thank you for endorsing Matt Morgan up here in Michigans 1st District! Need all the help we can get!,Joe Biden,FAVOR
As far as @JoeBiden and his hesitation on running on 2020. BIDEN is a career politician! Poor excuse Biden for sympathy why you may not run. You opened your mouth in the 2018 midterms constantly!,Joe Biden,AGAINST
Watch your shit @JoeBiden. Just cause youre best friends with the Obama dont mean we cant switch the script on you.,Joe Biden,AGAINST
"Watch out, Ali's gonna inundate Biden with hundreds of laughing face reactions to his FB ads. Oh noes! Cambridge Analytica is done. Roger Stone's going to prison. Roger Ailes is dead. Putin got insanely lucky. #BlueWave #NovemberIsComing",Joe Biden,FAVOR
"Im so annoyed with #biden, he clearly lost all the primary debates. I feel like watching those primary debates was a huge waste of time. Im not giving anymore 2020 energy to politics. #selfcare",Joe Biden,AGAINST
#JoeBiden has to communicate better on the campaign trail. Booker and Harris and others are jumping all over it and Biden doesn't know how to get out. All he had to say was I can DETEST everything a Senator stands for on civil rights but work w them on a vote on clean air.,Joe Biden,AGAINST
Did Sons of Top Democrats Do Business in Ukraine As Part of Clinton-Linked Conspiracy? Snopes throws away credibility ignoring Hunter Biden $50k/month Burisma position for the corruption it is lock up @JoeBiden,Joe Biden,AGAINST
Youll be surprised of the silent majority if you think Sleepy Joe will win,Joe Biden,AGAINST
"Why do we keep returning to another old white guy for president? I like Biden, but it is time for new, young, energetic leadership.",Joe Biden,NONE
"#JoeBiden was caught plagiarizing in law school in 1966, repeatedly lied about Curtis Dunn's role in the 1972 accident, was caught plagiarizing Kinnock in 1988, lied about his calls to cut social security, lied about his stance on Iraq in 2003 shall I go on?",Joe Biden,AGAINST
"#wiunion #wipolitics RT @JoeBiden: We desperately need men and women of character in elected office. That's why next Tuesday, I'm proud to join @tammybaldwin &amp; @Tony4WI at early vote rallies. RSVP here: Madison: Milwaukee",Joe Biden,FAVOR
Context is key if you care about finding out what Joe Biden was really talking about. Biden was saying that the wealthies standard of living would not change for the wealthy to pay more taxes.,Joe Biden,FAVOR
#WallStreet is running for #President disguised in a befuddled grandpa....that may not know what year it is! Don't let him close to you! If you disagree with him...he might poke you and grab your clothes! #DementiaGate ! #RethinkBiden,Joe Biden,AGAINST
biden is a joke. We need medicare4all NOW. We NEED the right to CHOOSE our DOCTOR. Not which MAFIA insurance company gets to F$%^ us harder. #biden #medicare4all #DemDebate,Joe Biden,AGAINST
"Great plug for the #BlueHens and #UniversityofDelaware on @CBSEveningNews in their piece about @JoeBiden's potential run for #POTUS. Go, Joe! #JoeBiden",Joe Biden,FAVOR
This is the strength @JoeBiden can bring to 2020. Our foreign policy is an absolute disaster.,Joe Biden,FAVOR
"'Not Acceptable': Analysis Estimates Biden Healthcare Plan Would Kill 125,000 People in First Decade Alone..#JoeBiden",Joe Biden,AGAINST
Joe Biden is literally lying. Literally. And this guy is getting all primaries. Sad. #DemocraticDebate,Joe Biden,AGAINST
Hey Grandpa @JoeBiden Im sure this pathetic sentence had nothing to do w the fact that she was your niece right? Asking For a Friend.....,Joe Biden,AGAINST
Biden would for the Democratic line.... But his words the mean just as much now ....unless he's a flip flopper,Joe Biden,AGAINST
"Starting soon! #PBCdialogue The Penn Biden Leaders Dialogue with @JoeBiden and @nick_clegg will kick off in 15 minutes. If you're on campus @Penn, we hope to see you in Irvine Auditorium. Otherwise, tune in to the livestream:",Joe Biden,NONE
I'm rescinding my endorsement of Joe Biden after hearing he will choose a woman as VP. He promised that slot to me - Every man who endorsed Biden #demdebate,Joe Biden,AGAINST
@BetoORourke and @JoeBiden. Come on man! Let's get this party started. Time is ticking #Election2020,Joe Biden,FAVOR
@JoeBiden &amp; @BarackObama America needs the 1st best duo back in office sooooo Biden for president &amp; Obama for vice? since it cant be vice versa again its close enough #FoodForThought,Joe Biden,FAVOR
@JoeBiden Seems not only did you hose the tax payer for millions GM is dying too. You just slowed their demise.,Joe Biden,AGAINST
"Oh look, Creepy cant keep his hands and lips off little girls Joe Biden meets with admitted wife beater Tom Carper. Hypocrisy at its finest",Joe Biden,AGAINST
"#JoeBiden #MSNBC @SteveKornacki seemed to waiting for Biden to get in to dismiss #DemocraticPartyBase and emphasize the importance of some 80,000 voters in 3 States.",Joe Biden,AGAINST
"Anyone else seeing a @JoeBiden/@CoryBooker ticket for 2020?? Just my opinion, but I think this would be a formidable ticket..",Joe Biden,FAVOR
"Honestly, Biden is the only Candidate left I could get drunk and Vote for. Why? The team he could possibly bring with him. #TheBlandBunch #Election2020",Joe Biden,FAVOR
Biden reverses course to support repeal of Hyde Amendment - CNN Politics #Democrats #Democrats2020 #Dems2020 #Dems #Democratic #DemocraticParty @SenateDems @HouseDemocrats @HouseJudiciary #democrat,Joe Biden,NONE
@JoeBiden @DNC @ewarren @SenWarren @KamalaHarris @DrBiden FILL THE WH VOID. TAKE THE LEAD! #democrats2020,Joe Biden,FAVOR
Voting for Biden is the very definition of elder abuse. The guy can't find the right door to exit the men's room.,Joe Biden,AGAINST
Feeling nostalgic for the future after finishing @JoeBidens Promise Me Dad. We Irish are the only people in the world who are actually nostalgic for the future. ~Joe,Joe Biden,FAVOR
#JillBiden says it's time to move on from #AnitaHill. Hmmmm. So will she talk about her husband being so touchy feely with the little kiddies? What a weird move. #JoeBiden,Joe Biden,AGAINST
". @JoeBiden is a fine Democrat &amp;was a great VP; but his time has passed. We need 2 move forward w/both a politically experienced &amp; younger Democratic Presidential Ticket. Thank you for your service, Joe. Please pass the torch &amp; be a Statesman &amp; strong voice supporting our ticket.",Joe Biden,AGAINST
@JoeBiden deserves all of the real hate he will receive. Do I need to google for hair smelling pics? #biden,Joe Biden,AGAINST
"I don't think that is the case in this election Some Rs that are truly disgusted w/Dt. You said Conservatives, I think Rs? Is that what you meant or are they different? I think there are extreme Rs and extreme Dems @ForTheRuleOfLaw (Republicans) #republicansforbiden #Biden",Joe Biden,FAVOR
#Toledo is trending however the #LYINGMEDIA &amp; #BIAS Twitter fail to mention #Biden referring to #ElPaso as #Houston &amp; #DaytonShooting as #Michigan #TwitterBias #Monday #Biden Gives Condolences for Shootings in Houston and Michigan via @BreitbartNews,Joe Biden,FAVOR
"""""""That's what the presidency is ... the duty to care ... to care for all of us."""""" ALL OF US. #VoteBlue2020 #Biden",Joe Biden,FAVOR
@CoryBooker taking cheap shots at @JoeBiden just rubs me the wrong way. #DemocraticDebate,Joe Biden,FAVOR
Bidens got some strong stomach! @AOC hair has got to smell like the grease trap at a Mexican restaurant! Whoa!,Joe Biden,AGAINST
Well put! It's unnerving that it's so horribly transparent & inhumane. Hope the world knows this is NOT true American behavior & HE does NOT represent true American principles & beliefs. He's just a huge embarrassment to the majority of us. #JoeBiden,Joe Biden,FAVOR
"NEVER GOING TO HAPPEN PERV UNCLE JOE ..,SHOULD BE IN JAIL FOR LIFE .,",Joe Biden,AGAINST
"This is a breath of fresh air. @BarackObama and @JoeBiden, please come hang in Mount Pleasant next. We've got ice cream, pupusas, and scones -- take your pick!",Joe Biden,FAVOR
"for all of these lies and the obvious cognitive issues. They would go after him for claiming the ""essence"" of a story was accurate. The news media is correct to call out DJT for all of these things. They are wrong to have a double standard for #JoeBiden or anyone else,",Joe Biden,AGAINST
Flip the Senate and lets get this done under President Joe Biden. #VoteBlue #DCStatehood,Joe Biden,FAVOR
State identification cards are free at the BMV; is Biden suggesting their too lazy to go to the BMV or too stupid to find it?,Joe Biden,AGAINST
"Another reason Im #NeverBiden. You dont get to vote to send us to two wars, then tell us how easy we have it. Give me 5 minutes alone with this fuckin clown.",Joe Biden,AGAINST
"Really think all these Democrats are just false flags, so far from actual public option. When the time is right @JoeBiden or @MichelleObama will be planted to give voters a likable alternative. Media lovefest will be nauseating. God save us.",Joe Biden,AGAINST
"*#JoeBiden, to the guy complaining about the guy who can't spell Biden.",Joe Biden,AGAINST
Yet ANOTHER corrupt #Biden! RT @ArthurSchwartz: Biden Inc. strikes again. Joe Bidens Sister Valerie Sent Millions of Joes Campaign Dollars to Her Own Consulting Firm,Joe Biden,AGAINST
"If #JoeBiden abused his *official authority* in #Ukraine to clear a path for a company that gave his drug addicted Navy reject son millions, Americans ought to know about it before he is elected to have authority over them and the free world. @TheDemocrats disagree.",Joe Biden,AGAINST
"Promise me dad. Dad look at me, give me your word that you will be ok - @JoeBiden #mkt343 @HaubSchool #SJUMLK50",Joe Biden,FAVOR
"You are so nice, @JoeBiden. Im not sure Gabbards support is a plus.",Joe Biden,FAVOR
A1: Hmmmm.... too many choices. I'm curious to see the Aretha biopic. It'd be nice to see a more in-depth biopic of .@BarackObama; .@MichelleObama; or .@JoeBiden. That goes without saying. #g5qs,Joe Biden,NONE
"Joe Biden was the big winner in the Democratic primary on Super Tuesday. Interestingly, he did it with little money compared to his rivals. More here: Photo Source: Bastiaan Slabbers/NurPhoto via Getty Images #joebiden #supertuesday #2020election",Joe Biden,FAVOR
"I hate bringing @JoeBiden to anyone's mind for any reason, but what #ArchbishopVigano has set in motion in the #CatholicChurch is a BIG BLANKETY-BLANK DEAL. A bunch of very big heads are going to roll. Maybe including the biggest head.",Joe Biden,AGAINST
Never confuse academic achievement with good judgement. ~Joe Biden @JoeBiden @saintjosephs,Joe Biden,FAVOR
"Saagar explains how virtue signalling is ""liberally"" applied when deemed effective & avoided conservatively when no one's paying attention. Horses for courses, eh @JoeBiden? #DemDebate",Joe Biden,FAVOR
".@JoeBiden to @usmayors: 100 cities and towns have committed to transition to 100% renewable energy. To move away from fossil fuels to renewable power, it's within our power. #ReadyFor100 #MayorsDC19",Joe Biden,FAVOR
The democrats have stooped to a whole new level of SCUM with #JoeBiden..there r pics of this dirty pervert with BOTH hands on an adult woman's breasts in public while in high government position.. disgraceful. We can be certain that ANYONE aligning with this CREEP has NO morals.,Joe Biden,AGAINST
.@JoeBiden should have retired. Having a handsy grandpa as president makes no sense. So tired of this powerful democratic country being last among developed nations with worn out old policies from worn out old men. .@TheDemocrats .@TheDemCoalition .@HouseDemocrats #Democrats2020,Joe Biden,AGAINST
@JoeBiden says thats not the @FBI job. And he meant it.,Joe Biden,FAVOR
#JoeBiden too bad your son did not have any respect for you. He would not have let you put a blight on you. Maybe you protected him too much.,Joe Biden,AGAINST
#Biden... Will you pick Anita Hill? Remember #anitahill ? #DemocraticDebate #JoeBiden #anitahill,Joe Biden,NONE
"#NewBluehand #Bluehand The extraordinary bravery shown by hundreds of thousands in Hong Kong, marching for the civil liberties &amp; autonomy promised by China is inspiring. And the world is watching. All of us must stand in support of democratic principles and freedom. #JoeBide",Joe Biden,FAVOR
"Sure hunter #biden left his wife and kids for his deceased brothers wife, And was kicked out of the #Navy for cocaine, Left a his Crake pipe in a rental car in Arizona, got paid by Ukraine &amp; China for nothing. But his a good dude. -#HANNITY #Impeach",Joe Biden,AGAINST
Wow I just saw the video you did with @JoeBiden on sexual misconduct have you seen his creepy past on the way he touches young girls and the way he innapropriatly touches woman.and sickley whispers in their ears your fucked in the head to support a pedephiler like him @ladygaga,Joe Biden,AGAINST
Mkay Get your fins on cuz theres going to be a HUGE Blue Wave #JoeBiden,Joe Biden,FAVOR
You maybe should have mentioned above a preschooler and below dementia? #JoeBiden has serious mental capacity issues.,Joe Biden,AGAINST
It cant be any worse than it already is so Ill take my chances...#Biden2020 #AllBlueSenateAndHouse,Joe Biden,FAVOR
"You're looking in the mirror, that's not Biden. That's you #impotus #failure #LiarInChief #deflection #resign #WaterGait #disgrace",Joe Biden,FAVOR
#Biden &amp; hopefully will lead a new chapter in our history uniting majority of our country. #RestoreAndRenew #Election2020,Joe Biden,FAVOR
"Joe Biden, @JoeBiden hates children, he wants to molest them and then have them murdered with his Gun-Free School Zones Act of 1990. It's obvious how evil individuals like this truly are.",Joe Biden,AGAINST
"@JoeBiden , here are the people you called courageous. They beat a man for no other reason they didnt agree with him. Hundreds against one man! You standing up for these people shows America who you really are. You are vile unless you denounce them",Joe Biden,AGAINST
#Biden is such a fucking slimeball and he has no appeal. Jeez. Been saying that for almost a year now. Think about who supports him. He's a 3rd or 4th choice for most #Dems die-hards. #DimensiaJoe offers nothing to the left and nothing will change to the donor class. Loser,Joe Biden,AGAINST
"Cory Booker roasts #JoeBiden for his marijuana comments, heres what the research says on pot as a gateway drug I thought you mightve been high when you said it, Booker said during Wednesdays presidential debate $wmt $hlf $jpm",Joe Biden,AGAINST
"Who does? How stupid would you have to be to voer for a man who is in worse mental health than #RonaldReagan was at the end of his 2nd term? There is a special place in Hell for #jillbiden, #HunterBiden, &amp; ALL family members who hope to enrich themselves, AGAIN. Not happening!!",Joe Biden,AGAINST
Everyone is complaining but tbh this is the least annoying thing Ive heard Biden say (mostly bc I cant understand it tho).,Joe Biden,AGAINST
"Team @JoeBiden insists that images &amp; videos of instances ""supposedly similar"" to the claim @LucyFlores has made are ""ugly urban legends"" and are ""very false."" #Election2020",Joe Biden,NONE
"dear dudes in the room, passive aggressive comments toward @SenFeinstein or quoting @JoeBiden are not even close to the purposes of this testimony.",Joe Biden,AGAINST
"biden & the dem establishment will bail out the wall street hucksters again and promise the voters they are fighting for them, that fight is weak and saved for the big corps, banks, elites, and big businesses those who get them elected each cycle.#FeelTheBern",Joe Biden,AGAINST
#Hawaii Rep #TulsiGabbard drops out of #Election2020 #Democratic presidential #primary/Endorses #Biden ..Im suspending my presidential campaign..offering my full support to..#JoeBiden in his quest to bring our country together 3/#Tulsi #TulsiDropOut,Joe Biden,FAVOR
"Twitter will likely love the @JoeBiden ""demand"" letter to the networks. Twitter would be wrong. The demand by Biden of who and how networks book guests is wrong, troubling, and would be a terrible precedent, EVEN IF @RudyGiuliani is or is not unhinged",Joe Biden,AGAINST
This tweet is from a person who stands to get a plum job if Biden becomes POTUS,Joe Biden,AGAINST
"I don't condone the facts of the situation, but that doesn't matter. Facts are facts. And if @TheDemocrats put up #Biden as our nominee, this is what #Election2020 will look like:",Joe Biden,AGAINST
Why wouldnt we want this investigated? Hunter scores big money positions from countries who are working with Dad. No experience in those industries... his only qualification is his connection to the Vice President of the United States. #JoeBiden,Joe Biden,AGAINST
"There is a reason @JoeBiden is so often compared to #Reagan and same reason Joe so often calls folks like Dick Cheney and Mitch Mcconnel: great Americans.. Oddly its the same reason I say #NoJoe, you dont get rewarded for 40 years of selling out to highest bidder.",Joe Biden,FAVOR
#JoeBiden who would vote for this #FossilizedPervert he has early stage Dementia if not Alzheimer's,Joe Biden,AGAINST
Gave it some thought. Im ok with Biden if thats what takes. #RecordPlayer over #WindmillCancer all day. #DemocraticDebate,Joe Biden,FAVOR
The only thing shrinking is the brain of @JoeNBC ... Stricken with SEVERE #TDS!,Joe Biden,AGAINST
The first dirty cop @JoeBiden is going to get rid of is #BillBarr #RestoreOurJusticeSystem,Joe Biden,FAVOR
@JoeBiden is such an unknowing help to Republicans. Guess he thinks videos vanish like his groping of little girls,Joe Biden,AGAINST
"@JoeBiden @SenKamalaHarris @elizabethwarren @senwarren @SenBooker @BetoORourke A New Deal for a New Millenium --a reform that will fundamentally transform our ability to grow our economy and improve global competitiveness, while combatting inequality.",Joe Biden,FAVOR
"My boyfriends, @BarackObama and @JoeBiden out on the town together. I'm sure at one point they were fighting over me. #StillMyPresident #Biden",Joe Biden,FAVOR
IN ALL OF THE DEBATES SO FAR: It seems as if the male Democratic presidential candidates have been careful not to go after the female Democratic presidential candidates. Cant remember any kinds of real confrontations outside of Biden and Harris. #DemDebate #DemocraticDebate,Joe Biden,NONE
