Tweet,Target,Stance
The first time I heard @MickMulvaneyOMB speak I thought Finally a #s guy thats a man of action instead of shuffling papers from one side of desk to the other. One more reason to love @realDonaldTrump,Donald Trump,FAVOR
I HAVE NEVER BEEN PROUDER TO BE AN AMERICAN THAN WATCHING @realDonaldTrump give the #SOTU #MAGA #MAGASOTU #MAGA2020 GOD BLESS YOU PRESIDENT TRUMP FROM A FELLOW QUEENS BOY!,Donald Trump,FAVOR
"Investigate, declassify @realDonaldTrump! Reveal to the world the crooked Elitist Politicians (Globally), and past President(s)! They should be held accountable and prosecuted as an ordinary citizen. Stand strong #POTUS! We stand with you! #MAGA #KAG #WWG1WGA God Bless The USA",Donald Trump,FAVOR
"Obama Legacy: His last 21 months in office showed an average of employed Americans 157,000 a month. #trump showed 214,000 a month, a 36% improvement #gop #potus #dems #seanhannity #wattersworld #realdonaldtrump",Donald Trump,FAVOR
"They can't stop us ALL, especially if we RISE and STAND TOGETHER. #Trump",Donald Trump,FAVOR
Hey everyone! Lets give this awesome Patriot @1fecalpeanut a huge boost! I'd like to see at least 1k by the New Year! Can we do it? I think we can! #PatriotsUnite #IFB #Trump,Donald Trump,FAVOR
I think it's safe to say that Steve Wilson is regretting what He's done. #SteveWilson #TRUMP #HoustonRally #TedCruz #RedWave #RedWaveRising #Republican #JobsNotMobs #Trump,Donald Trump,FAVOR
"Our #POTUS @realDonaldTrump at work, thank you sir! This man and his team are working their butts off to #MAGA #KAG and heaven only knows what he could accomplish with a little cooperation. #UnitedWeStand #BuildTheWall #NoAmnesty",Donald Trump,FAVOR
"@realDonaldTrump Thank you for tamping down the Iraq issue. We know you are dealing with the Deep State, CB, and Neocons that would love to get us into a war. We are behind you and will support you in whatever you need. #voterID #voterIDnow",Donald Trump,FAVOR
Since When is the Politics of Open Borders More Important Than Public Health & Safety of Americans?!. via @YouTube #Immigration #Refugees #BuildTheWall #Trump #Coronavirus #Health #Virus #Covid_19 #COVID19,Donald Trump,FAVOR
Well that was pretty cool. Not too often you get to hear from the President of the USA on your industries issues. #president #maga #trump #nar #nsbboardofrealtors #realtors @realdonaldtrump #flapol #sayfie @,Donald Trump,FAVOR
"Senate votes NO on witnesses. And with that, the faux impeachment charade is finally OVER. #Trump",Donald Trump,FAVOR
"Thank you President @realDonaldTrump for continuing to lead in front by fixing #NAFTA, putting #AmericaFirst to #MakeAmericaGreatAgain! #PromisesKept",Donald Trump,FAVOR
I take great comfort in knowing President Trump is in charge. I stand with him heart and soul! #TRUMP,Donald Trump,FAVOR
@seanhannity WHAT DO YOU THINK ABOUT THE WAY DEMOCRATIC ELIJAH CUMMINGS IS ACTING TOWARDS PRESIDENT TRUMP. HE IS ACTUALLY THINKING HE IS GOING TO WIN AGAINST PRESIDENT TRUMP. #HANNITYTHERADIOSHOW,Donald Trump,FAVOR
A leader even then. Thank you President Trump for taking changing your mind and becoming our greatest #POTUS. We need you this country needs you. You were born to do it #DrainTheSwamp #DOJCorruption #Buildthefuckingwall,Donald Trump,FAVOR
While tru trumps call to set aside politics for now is wise. Plenty of time latter to see where it all goes. If the other side keeps up their crap it will relict badly on them.,Donald Trump,FAVOR
On Parler I have same everything @eyesadeplorable Let's do this Already Parler is #1 app download tonight On fire It's our new home #maga #kag Our safe space @realDonaldTrump Can't wait for you #Parler I don't know all of how to use but enough,Donald Trump,FAVOR
Did Rep. Adam Schiff Just Admit the US Has a Secret Indictment of Julian Assange? - The Grayzone Project @realDonaldTrump #SPYgate,Donald Trump,FAVOR
Scary is that we have ANY American politicians calling themselves #Socialist. THAT scares me more than anything. I love @realDonaldTrump and I am not alone.,Donald Trump,FAVOR
Theyve failed for 30-40 years and you got results in 2. Thank You for protecting our country! #Trump,Donald Trump,FAVOR
Sources confirm that Trump is manipulating the stock markets. Which means the rich get richer. NOT YOU. #Winning,Donald Trump,AGAINST
Ok been a fun night as it's been a while since I have really had time.... Family is in town... Have a great night and #HappyNewYearsEve #Trump to come #MAGA #KAG Our trio!!,Donald Trump,FAVOR
President Trump @POTUS @realDonaldTrump has a America first #MAGA agenda. The Dems and #NeverTrumpers oppose his agenda even though it is good for America. What is good for America is good for ALL Americans.,Donald Trump,FAVOR
Day 23 Trying to meet @realDonaldTrump. Isnt it interesting #Dems only want to stop #JudgeKavanaugh's confirmation to the Supreme Court. If they truly believed the accusations wouldnt they be calling for him to step down as a judge entirely? #ConfirmKavanaugh #Smear #SCOTUS,Donald Trump,FAVOR
Bam! What are your reasons? Tag someone you love. Credit from @republicanrush (@get_regrann) - Seems pretty reasonable. What do you guys think? . . . . . . . . . #usa #americafirst #Trump #maga #republican #conservative #prolife #gop. Its about freedom. www.Cap,Donald Trump,FAVOR
4 MORE YEARS! 4 MORE YEARS! 4 MORE YEARS! 4 MORE YEARS! 8 MORE YEARS! 12 MORE YEARS! 16 MORE YEARS! 20 MORE YEARS! TRUMP FOREVER!!,Donald Trump,FAVOR
God placed Donald Trump here to fix what is wrong with our COUNTRY!!,Donald Trump,FAVOR
I wonder if Andrew Yang is going start talking in Taiwanese . . . I mean pandering is pandering #DemDebate #DemDebates #DebateNight #DemDebate2020 #DemocraticDebate #DemDebate2 #Trump #POTUS,Donald Trump,FAVOR
Following all these amazing patriots and rtd. Thanks for adding me #Trump Man! Together We're Taking Our Country Back. #RedWave #RedWaveRising #MAGAveteran,Donald Trump,FAVOR
Last I checked you have a country to run. Youre a war time president remember? Get to work idiot! NOW! Reminder: I take no responsibility! #vote #elections2020 #Trump,Donald Trump,AGAINST
@deplorableRITA thanks so much for the follow!! Love meeting other like minded #Trump supporters! #TrumpstersUnite,Donald Trump,FAVOR
Even #PaulRyan is embarrassed that he revealed how cheap it was to con #Trump #MAGA voters into liking the #GOPTaxScam. $1.50 more per week =$78 richer per year $78 will buy 15 hamburgers over 52 weeks @SpeakerRyan deletes tweet AFTER he realized HE exposed #Republican fraud,Donald Trump,AGAINST
"#KimClementTrumpProphecy -&gt; Ezekiel 12:25, 28 For in your days I will fulfill whatever I say.None of My words will be delayed any longer.Whatever I say will be fulfilled says the Lord @realDonaldTrump #MASA #BUILDtheWALL #TRUMPWillWin2020",Donald Trump,FAVOR
If Trump is Putin's puppet.... are you lefty nut jobs suggesting that Putin wants to #MAGA and #KAG ?,Donald Trump,FAVOR
#maga #maga2018 #Trump #GOP #Redwave #RedTsunami2018 #USA Oh wow suffering from PTSD because of the 2016 election results?? Seriously? Our armed forces wounded &amp; paralyzed veterans are the ones who are really suffering from PTSD!! simply hilarious &amp; ridiculous!!,Donald Trump,FAVOR
Don't call him #VIndman. He gets very upset if you don't use his title. #AdamSchiff #NancyPelosi may call this #witnessintimidation &amp; add this to articles of #impeachment against @realDonaldTrump. #FakeNews #Deplorables,Donald Trump,FAVOR
"""The only thing necessary for the triumph of evil is that good men do nothing"" #Trump",Donald Trump,AGAINST
The polls dont mean squat. The Democrats & Leftists are primarily the ones who participate in polls. I for one never participate. The silent majority doesnt. So dont pay any attention to the polls. #polls #Democrats #SilentMajorityRising #SilentMajority #Trump,Donald Trump,FAVOR
2/ Troops staying at luxurious golf resort which taxpayers pay right back to #TrumpMafia; so so many examples yet Trump GOP will say the DEMS are at fault for infrastructure. China looks like we did before Reagan destroyed our SOCIETY/AMERICAN DREAM/INFRASTRUCTURE.,Donald Trump,AGAINST
Democrats have lost their way when it comes to protecting America. Thank god you came you stepped up when you did to become the greatest President this country has seen. #BuildTheWall #Trump,Donald Trump,FAVOR
"I can understand not liking #Trump but to sit there arms crossed, sour and not applaud a single positive thing doesnt make you anti Trump it shows your anti America #usa #politics #democrat #republican #StateOfTheUnion #America #division",Donald Trump,FAVOR
Criminal??? Are your arms tired? With all that reaching they must be. #TDS #Trump,Donald Trump,FAVOR
"RT @DanScavino: RT @realDonaldTrump: For tonights #DemDebate, be sure to follow @TeamTrump, @TrumpWarRoom, @Parscale, @KayleighMcEnany, @TimMurtaugh, and @Marc_Lotter for RAPID RESPONSE, FACT CHECKING, and the TRUTH! #MAGA #KAG Sorry, Im on Air Force O",Donald Trump,FAVOR
People Are Calling For @cher To Be Locked Up After She Calls For Trump To Be Raped In #prison #Trump #FridayThoughts,Donald Trump,FAVOR
Hey Ms Uneducated. President Trump did not campaign to win the popular vote. He campaigned to win the electoral college. Which Hillary should have done. Wake up! Hillary had to take 2 weeks off to prepare for every debate. Meanwhile President Trump did 5 rallies/day.,Donald Trump,FAVOR
Image of #Trump if he doesn't open this country up immediately.,Donald Trump,FAVOR
The Trump administration is expected to begin paying $14.5 billion to farmers by the end of August to make up for income lost in the trade war. #Socialism,Donald Trump,AGAINST
"#IMPOTUS @realDonaldTrump's beloved #BorderWall is vulnerable to ladders, ropes, and lots of people blowing on it: #TrumpIsAFailure",Donald Trump,AGAINST
Multiple News Outlets Run 'Guides' for 'Shutting Down' Trump Supporters During Thanksgiving Dinner #RedNationRising,Donald Trump,FAVOR
Fake News Mr. President Hispanics do not support your useless border wall and by the way Mexicos not paying for it #Trump,Donald Trump,AGAINST
"THE LEFT: No crisis no need for a wall. THE LEFT: Huge crisis, babies in cages. The left in a nutshell....afraid of a wall bearing the name TRUMP WALL for eternity. #winning",Donald Trump,AGAINST
"So the #Maga morons cheering when Trump says ""Shifty"" Schiff - a derogatory term, ""she's a dog"" - self-explanatory and he belittles law enforcement, who Republicans claim to ""love"", are pissing their Depends because of a medical term? Bunch of fucking snowflakes #FatShaming",Donald Trump,AGAINST
What she's doing is milking every dollar possible from those she claims to support prior to their being no doubt in any humans mind of the Evil this woman has done! #Trump. #TrumpRally #Trump,Donald Trump,FAVOR
#maga @gop #kag So we risk being killed if the trumpanzees don't get fucked... @realDonaldTrump #25thamendment,Donald Trump,AGAINST
#ImmigrationReform #BuildTheWall #MAGA #Trump #KAG Growing List of 2020 Democrats Visiting Florida Youth Migrant Shelter,Donald Trump,FAVOR
#DonaldTrump hikes price tag for New US Mercenary forces in Korea almost 500% as Seoul questions alliance #military #VeteransForTrump #Veterans #CCOT #TrumpBetrayedAmerica #FBRParty #TrumpBetrayedAmerica #Cult45,Donald Trump,FAVOR
"So, it isn't a democratic hoax, (he knowingly lied less than 2 weeks ago) #MAGA , according to #IMPOTUS #DonaldTrump",Donald Trump,AGAINST
"President Donald J. Empty just got whupped. Speaker Pelosi done the whuppin. So this is the great negotiator, the great deal maker. Hah! LOL! Trump aint got nothin! Hey, @MAGA, still believe in your loser? #GOP",Donald Trump,AGAINST
"Captain, This is Most Peculiar. America's Mainstream Media is Afraid to ask #President #Trump Who is #Q #FakeNews #JussieSmollettHoax #POTUS45",Donald Trump,FAVOR
Cory Booker revives a very dubious study to make a very dubious point about gun permit laws via @reason #Booker2020 #2A #DemDebate #Election2020 #Trump,Donald Trump,FAVOR
"Donald J. Trump is putting the 2018 mid-term elections at risk. He will not stop the Russians from interfering, something they are already doing. Why would he? Putin has him. He will not protect Americans, nor indeed voters' profiles. #GOP #Evangelicals",Donald Trump,AGAINST
Nope - @realDonaldTrump will give even a rock a run for its money when it comes to dumbest person on earth,Donald Trump,AGAINST
7 year old thinks Trump is doing a great JOB! #trump #freedommovementusa #fmusa #conservativememes #republican #brandonharris #stoptalkingstartwalking,Donald Trump,FAVOR
Lmao Trump isnt racist lady and support the corrupt? Go ahead and bow to your Obama poster! Better enjoy it now cause you wont see much of him when they lock him up! #ObamaGate,Donald Trump,FAVOR
"#Poll: Who will struggling candidate Gabbard [D-HI] blame when she drops out? Vote &amp; retweet, reply with others! #GOP #TGDN #TCOT #election2020 #iowa #newhampshire #iacaucus #demprimary #wednesdaywisdom #clinton #Trump",Donald Trump,NONE
"I been looking at all these post. Had to watch the video again and again and couldnt stop laughing. The #dems find this offensive, I dont get why. Someone who speaks the truth usually causes the most pain. @realDonaldTrump",Donald Trump,FAVOR
neighbor fireman heard u he happened to be working where you ran your mouth instead of helping he roasted marshmallows. The hell with doing nothing go to your Senator and Congressman let them know what's going on and how many days till election #Trump,Donald Trump,FAVOR
"Why voters cannot and should not #Democrats seriously: they were talking #impeachment well before Pres. @realDonaldTrump even took office. And this news, phhht.",Donald Trump,FAVOR
"Democrat congressman Al Green admits the #Democrats have to impeach Trump, or he is going to win in 2020. In other words, if Dems allow voters to choose next president they will elect @realDonaldTrump #walkaway #blexit #tcot",Donald Trump,FAVOR
#MAGA patriots will speak the loudest in November then we all will be heard! #Trump,Donald Trump,FAVOR
"@realDonaldTrump @dbongino @GOPLeader In the late 70's early 80's the idea of a New World Order was crazy conspiracy theories. With this class of Socialist, far Left, open border Dems the USA is on the brink of ushering in irreversible changes to the USA.",Donald Trump,FAVOR
So its basically a #FakeMemo. Its an unsigned supposed draft of a memo that the IRS commissioner was not aware of. Are we sure Hillary didnt type this up on an unsecured typewriter. #Qanon #Q #AmericaFirst #MAGA #KAG2020 @realDonaldTrump,Donald Trump,FAVOR
What do you think of Beto ORourkes outright advocacy for open borders? #conservative #patriot #trump #trumpnews #news #trending #republican #powerhousenews #Trump,Donald Trump,NONE
#KAG #MAGA #DerangedDonald earned his street credas a #Loser! Trump started 12 Twitter battles this past weekand lost every single one of them,Donald Trump,AGAINST
"Dem gains threaten Trump agenda, even without 'blue wave' - Sentinel Colorado #Dems #GOP #TrumpsAmerica #MidTermElections #Elections2018 #COpolitics #cogov",Donald Trump,FAVOR
"It's going to be amazing when minorities turn out in droves for Trump. Trust me, there are a lot of us. We are just silent minorities",Donald Trump,AGAINST
Yes! @POTUS should also go on a barnstorming Rally Tour of California. The timing is right. #VoteRed2018 #VoteRedCA #MakeCaliforniaGoldenAgain #VoteDemsOut #Trump,Donald Trump,FAVOR
"Healthcare, housing, food, clean water, and education are human rights. Last time I checked human rights are not negotiable. #trump #America #Trump",Donald Trump,AGAINST
Welcome to PKAZ. leftists have made another occupation this time in front of Portland mayors house. At which point do FBI respond? During the occupation of the national bird refuge in eastern Oregon they responded right away #QAnons #Q #Trump,Donald Trump,FAVOR
I pray for the day Gen. Flynn's family may enjoy a Thanksgiving in peace. God Bless all of the Patriots around the world who sacrifice for our Sovereign Rights. @realDonaldTrump,Donald Trump,FAVOR
"Trump rallies are 1st come 1st served. There is no buying tickets, no assigned seats just get in line early & you might get in. The RSVP is just for data collection. But nice try! #WalkAway",Donald Trump,FAVOR
As someone who sat in line for HOURS to buy 8 gallons of gas during an OPEC oil embargo of US~~~God I love President Trump!! #TrumpTrain2018 #VoteRedInNovember #VoteRed2018,Donald Trump,FAVOR
This is an excellent illustration of how Democratic party policies work out in practice (especially those not related to the corona problem). @SenSchumer @SpeakerPelosi #MAGA #MAGA2020 @TeamTrump,Donald Trump,FAVOR
Call and Boycott @Target till she gone! Spread this far and wide! #TRUMP #BENGHAZI #WALKAWAY #Trump,Donald Trump,FAVOR
NO DEAL!!! I wanna protest in her doorstep!!! RISE UP AMERICA #Trump,Donald Trump,FAVOR
We are going to bail out the cruise industry and plane industry? What kind of stupid shit is this? We are bailing out billionaires and millionaires and refusing to give general population paid sick leave? #gop #trump #fail #Trump,Donald Trump,AGAINST
"When will constant disregard for the rules become enough for the #GOP to Step up &amp; Stop the Trump crime family from further destroying &amp; undermining the White House, Presidency &amp; Top aide positions? Will #MAGA 's now chant Lock Her Up when Ivankas name is spoken?",Donald Trump,AGAINST
#kavanaugh mount everest #SCOTUSKavanaugh amazing powerful touching delivery...fierce independent...shaking the foundations of truth !!! he will transform the US supreme court... #TheRealDonaldTrump #Trump,Donald Trump,FAVOR
via @NYTOpinion Check this article out about how the Trump administration has deceived the American public from the beginning. #corona #coronavirus #COVID19 #DemDebate2020,Donald Trump,AGAINST
You committed Treason And Sedition I truly believe that you are proud of that You divided our country Dismantled our jobs And almost destroyed USA THANK GOD for TRUMP,Donald Trump,FAVOR
"As usual @realdonaldtrump saw the polls, feared how much he'd be hated, and faded like the coward he is. Middle class can't afford more #trumptax. #MAGA resign today. Opinion: President Trump saves Black Friday from himself",Donald Trump,AGAINST
"#deplorables #MAGA #2A #KAG2020, #DeclassifyFISA #BuildtheWall #WWG1WGA #DemocratsHateAmerica #RedAwaken #VoterID #SchumerShutdown #NationalSecurityCrisis this negotiation is exactly why Trump won in 2016 - to bring the demonrats their ultimate defeat...",Donald Trump,FAVOR
"The big difference in speeches, while @barackobama always used ""I"" @realDonaldTrump used ""WE""",Donald Trump,FAVOR
ok support who you want. I assume you supported your father in his failed attempt at the Presidency against Obama. That worked out well huh. #Qanon #Q #WWG1WGA #GreatAwakening #MAGA #KAG2020 @realDonaldTrump,Donald Trump,FAVOR
Yep! I caught Mueller swimming around my septic tank this morning...All he found was a bunch of useless crap! #TRUMP #Trump,Donald Trump,FAVOR
We all knew this already. What took them so long to figure it out? #KAG! #Trump,Donald Trump,FAVOR
"If Our King Trump Caught COVID19 At His Tulsa Rally & Died From It, How Do You Think The World Would Respond?",Donald Trump,FAVOR
"VISION THANK YOU! Following all, many new Patriots, makes me happy too see so much RED! Retweeted, FB #VoteRedStraightTicket #TRUMP #LUVMYPOTUS #Trump",Donald Trump,FAVOR
"The old man actually thinks Trump would be interested in frequenting his mediocre restaurant? DeNiro is delusional and suffers from a raging case of #TrumpDerangementSyndrome. I'm banning DeNiro from Parkers. Will he know, will he care? Same difference.",Donald Trump,FAVOR
Blessings on to your HOUSE. And again we are now rallying behind our President @realDonaldTrump. We pray and look forward to the months ahead. Let's make History @KayaJones #ralleyfortrump,Donald Trump,FAVOR
They Suck At Real News! They Excel At Fake News! Very Few Media Outlets Know The Difference Between The Two! #ReportRealNews #MAGA @realDonaldTrump #DrainTheSwamp #POTUS #WeThePeopleAreAwake #GodBlessAmerica,Donald Trump,FAVOR
This is the Response of Patriot Comander and Cheif when an Embassy is Under Attack - God Bless and Thank You President Trump @realDonaldTrump @BarackObama @HillaryClinton #BENGHAZIAINTGOINGAWAY,Donald Trump,FAVOR
You will never successfully impeach president Trump. I put the bloody Jesus between you and our president. You well go down with the rest of the deep state cabal.,Donald Trump,FAVOR
"Historical low unemployment? What? ""Historical low black unemployment"" The lowest was 0.6 lower than when Trump took office. They shout it from the rooftops like he actually did something. It's now 16.8 for blacks and 17.6 for Hispanics They are so full of cr*p",Donald Trump,AGAINST
.@DNC #Democrats Dont say .@POTUS isnt trying to unify the country when its YOUR party boycotting #SOTU &amp; has a platform called RESIST! No wonder there is a #DemExit! The country rejects #Liberalism its why @realDonaldTrump won &amp; keeps #WINNING #LiberalHypocrisy,Donald Trump,FAVOR
The person that inspired me to follow Politics. The only person that really woke me up is Donald J. Trump. #KeepAmericaGreat #POTUS45 #DonaldTrump #USA #miami #florida #HispanicsForTrump,Donald Trump,FAVOR
More Trump Rally in SC Our @POTUS @realdonaldtrump crowd turned on @Acosta and #FakeNews @cnn #Q and the #QAnon s were in house holding up CNN S*CKS sign #MAGA Now lets #KAG2020 #DrainTheSwamp because America demands #FairMedia not #SwampScumReporting,Donald Trump,FAVOR
"Well it's official. Twitter is officially limiting my account. They are suppressing my accounts search abilities. They obviously don't want people finding me. Cool, thanks Twitter. #WWG1WGA #MAGA #KAG @US_CYBERCOM #Trump @NSAGov @DefenseIntel @FBI #shadowban #BigTech",Donald Trump,NONE
"Good morning Jack and Tanya I pray Gods blessing on yall today! Praying for @POTUS @FLOTUS and Trump administration today! #Trump #MAGA #KAG May God grant them strength,wisdom,favor and expose all enemies in JESUS NAME Amen!",Donald Trump,FAVOR
"Trick or Treat! Here come the Demon Crats!! . Thanks, @Patti_Sc60 UNITE FOR @POTUS @realDonaldTrump",Donald Trump,FAVOR
Thank You @nancy_hamm1 Proudly Following All these Great Patriots &amp; Retweeted FancyNancyTrain 498 #Trump #KAG2020 #VoteRed2020 #MAGA #AmericaFirst #FinishTheWall I FOLLOW back All Patriots,Donald Trump,FAVOR
Let's open the @Obama Phone Calls. I want to see view transcripts. The thing we all need to remember. Dems were sure Hillary Clinton would win and none of this would have ever been revealed. Did the @BarackObama Admin interfere in the election in 2016? #MAGA #Kag2020 @TeamTrump,Donald Trump,FAVOR
"You never heard #Obama tearing down #Americans, even those who hated him, because he was a grown man and a real leader, things that #trump will never be. To hear him in his divisive, childish rhetoric is sickening. He is an embarrassment to America and dangerous.",Donald Trump,AGAINST
#maga #kag2020 #Trump #tcot #ccot #AmericaFirst #WeThePeople Congress' doctor told lawmakers to expect up to 150 million Americans would be infected with coronavirus. That's about half the country.,Donald Trump,NONE
Lindsey Graham and Trump spark massive triggering with hilarious Dem debate trolling #TCOT,Donald Trump,FAVOR
"It's 12/22/19, days before Christmas & guess what?! @RealEricCarmen just followed me!!!!! OMGOSH! That's like 1 step below @realDonaldTrump, so I'm the coolest lady in the world right now! #MAGA #KAG2020 Baby!",Donald Trump,FAVOR
"Yeah, because the Democrats 2 year investment in framing and impeaching Trump is about to pay off. #Mueller #Russia #RussiaHoax #Hoax #DemocratVoteFraud #DNC #RNC #RedWave #MuellerIsComing #Republican #Democrat #Twitter #Politics #ElectionDay #BrowardElections",Donald Trump,FAVOR
"Who would have thought in two short years or so with Trump being president our country is being torn apart? The #1 reason is Trump tweeting out hate every single day, calling people names and dividing the country He only represents and caters to #Maga and himself.",Donald Trump,AGAINST
"The votes for crooked Hillary were from her corrupt cohorts; anti-American globalists, Soros rigged machines, fake news media, seditious Hollywood, illegal aliens, felons, fraudulent election officials, dead people, harvested votes; etc. Patriots hired #MAGA Trump!",Donald Trump,FAVOR
Your father went full on Beast Mode with that tweet! Absolutely outstanding! #Trump,Donald Trump,FAVOR
@Twitter is actually Impacting the election by censoring those of us that are here because of the elections. @realDonaldTrump,Donald Trump,FAVOR
I love @realDonaldTrump more and more every day! Looking forward to re-electing him.,Donald Trump,FAVOR
"#ThankYouSir @Twitter is also #ShadowBanning most Conservatives, Trump Supporters, and pretty much anyone how uses the hashtag #MAGA or #KAG. This has been going on for quit some time now. #EnoughIsEnough",Donald Trump,FAVOR
"@realDonaldTrump please use at lease 1 hour of your busy schedule to watch this video. You really want to end #climatechange just watch I beg you, you know corruption in gov exist declassify energy patents become great truly great! Save the",Donald Trump,FAVOR
"#Democrat Libby Schaaf, Oakland mayor, helped 850 criminal illegal immigrants escape how is that Keeping Citizens Safe? #AmericansFirst Not Illegals ! #Trump #MAGA #RedNationRising - @washtimes",Donald Trump,FAVOR
"Pelosi enrages the resistance, dashes hopes on Trump impeachment: Were not at that place #TCOT",Donald Trump,FAVOR
WHY do u have time to: TWEET 23 hours/day WATCH TV 12-15/hours/day GOLF 1/3rd of total time since 2016 HOLD HATE RALLIES 2-3 times/week BUT CANNOT &amp; WILL NOT TESTIFY UNDER OATH? PICK 1: #MAGA #KAG #Trump as Dictator OR #Democracy w/ Constitution,Donald Trump,AGAINST
#MAGA #Deplorables #DonaldTrump #IllegalAliens #border American citizens... Trump signed an executive order to keep families together after @TheDemocrats said they would not pass anything in Congress. Now #democratic orgs are going to sue Trump for signing the order. Vote GOP.,Donald Trump,FAVOR
"@realDonaldTrump @DonaldJTrumpJr @EricTrump @WhiteHouse #AmericaFirst #KAG #MAGA U.S. Clinics Report Up to 400% Rise in Abortion Requests Amid Pandemic If theres a Covid-19 economic collapse, this will get much worse",Donald Trump,FAVOR
The attack on The_Donald seems like retaliation for the Project Veritas piece on Google #Trump,Donald Trump,NONE
HOW DIFFERENT FROM THE BIBLE'S CONSISTENCY! DISCOVERY: Oldest Quran Found Has Little Similarity To Modern Version- #MAGA @POTUS #TeaParty #Republican #Independent #Latino #Black #LBGT #Student #Christian #ccot #Woman #Trumpocrat #Military #democrat,Donald Trump,NONE
You do realize God called out Pagan King Cyrus by name several hundred years before he was born? God will use whom He wants to expose crimes and judgement of others. #Trump,Donald Trump,FAVOR
Happily married 30 years to high school sweetheart. I have 3 grown children and 6 rescue pets! Trump/Pence 2020 #Deplorable,Donald Trump,FAVOR
"@DebraMessing says #MAGA supporters 'will die,' blasts #Trump coronavirus response! You self entitled #Hollyweird washed up #hack! #WTH have you done to clean up you syringe, needle homeless streets of #LosAngeles? #LiberalHypocrisy!",Donald Trump,FAVOR
I mean. Trump really is Big Boss from MSX Metal Gear! #gop #woke,Donald Trump,FAVOR
-she was manipulated into entrapping Gen. Michael Flynn through FBI operative Stephan Halper. #Trump #news #fakenews #POTUS #WalkAway #buildthewall #USA #Jesus,Donald Trump,FAVOR
"That explains the weird Visions I was having cuz it sure didn't feel like me :-) #QAnon #MAGA #WWG1WGA #POTUS #KAG #grateful for truth finally, once the dust settles, we can begin again, RIGHT WITH PEACE @realDonaldTrump thank you kind soul for blessing us indeed including me",Donald Trump,FAVOR
"I thought you wanted to Impeach Bush in 2018, time to retire while you still have 3 brain cells left. #MAGA #KAG #Trump #DemExit #WalkAway @realDonaldTrump",Donald Trump,FAVOR
This accurately describes the face of the opposition to @POTUS Trump &amp; to the founding principles of our #Republic! It is this level of hatred from #Democrats we must overcome in the #2020 election cycle.,Donald Trump,FAVOR
@realDonaldTrump @DonaldJTrumpJr @TeamTrump @EricTrump @TrumpWarRoom #maga #kag #winning Please endorse her. Please. She will be at your next rally in October. That's @2020MNCongress,Donald Trump,FAVOR
Have to win back the house & keep the Senate so we can #Trump,Donald Trump,FAVOR
"Don't come around my house to #Protest, My HOME is as far as I can go. It wont end well for you! #SaturdayMorning #Protests #WalkAway #FoxNews #OANN #Trump",Donald Trump,FAVOR
"@realDonaldTrump Since you EXCEL in TRANSPARENCY, perhaps EVERYTHING John Brennan did should be DECLASSIFIED and he SHOULD NEVER escape ACCOUNTABILITY for HIS ACTIONS #BUILDTHEWALL #IMMIGRATIONREFORM #GOP",Donald Trump,FAVOR
"Just another crazy Muslim. Thats right, in case you forgot. His real name is Lew Alcindor. Just more proof of how out of control these athletes have become. #TRUMP #PATRIOT #CONSERVATIVE #FBTS #DEPLORABLE #DrainTheSwamp #BuildTheWall #Trump",Donald Trump,FAVOR
"ok here's what we do , when we go to the grocery store and we see obama bumper stickers, (or any other liberal stickers) we plaster those bumper stickers with Trump stickers over them, patriots, please go forth and prosper - #BuildTheWall #BuildTheWallTall",Donald Trump,FAVOR
.@realDonaldTrump JS Czar of Immigration .@TGowdySC AG You need a STRONG AG to go along with the rest of your Cabinet! #MAGA Please Mr. President!!!,Donald Trump,FAVOR
"Says the feckless cowards who did NOTHING to stop the #Trump @JeffFlake wants to soothe his conscience he should do townhalls everyday until the election explaining to #MAGA voters why #Trumps behavior is impeachable, or just shut up.",Donald Trump,AGAINST
My apolitical child said this the other day. Said its obvious DNC scams black community to get votes and then forgets they exist until the next time they need something. #WakeupAmerica @Potus @RealDonaldTrump #WWG1WGA @TheJusticeDept #TheGreatAwakening #Qanon @Oann,Donald Trump,FAVOR
"Perhaps one of OUR @POTUS @realDonaldTrump greatest accomplishments, exposing how vile and corrupt the #Dems, #Rhinos, &amp; #FakeNewsMedia are! He simply gives them enough rope to gang themselves, and they do it EVERY TIME! #MAGA &amp;",Donald Trump,FAVOR
"Correction, they had 18. Where is the IGIC's witness testimony? What are Schiff and the Dems hiding? GOP Senators MUST ask this question today. Release/Declass this witness testimony NOW! @realDonaldTrump @TheJusticeDept #Impeachment #ImpeachmentHoax",Donald Trump,FAVOR
My heart hurts for Brett and his family. How sad it will be if this is pulled out from under him over these unjustly accusations against him! Kavanaugh is confirmed Republicans win midterms Trump 2020,Donald Trump,FAVOR
'What Is Wrong With You People?': @SeanHannity Takes on 'Unhinged' Left Over #Harassment of @realDonaldTrump Officials 'They never thought #Trump would be this successful.' #Winning,Donald Trump,FAVOR
Cool story. A couple million of us former Democrats did the same thing after the Hilldabeast stole the Primary. It was called #DemExit and it helped elect Donald Trump. Enjoy the next 6 years while we,Donald Trump,FAVOR
Robert De Niro is further proof mentally ill people can read movie scripts. #TrumpSTRONG #Trump,Donald Trump,FAVOR
